geografia,desfecho,modelo,termo,or,ic95_inf,ic95_sup,p_valor,significancia
Belo Horizonte,Mais de 1,Sociodemográfico,"C(estadocivil, Treatment('Solteiro/a'))[T.Viúvo/a]",3.3105554949990394,0.35569377934999247,30.81239628507596,0.29290208620077285,
Belo Horizonte,Mais de 1,Sociodemográfico,"C(renda, Treatment('Até R$1620'))[T.Acima de R$4600]",0.8963771767290212,0.22399643756381163,3.5870750968161884,0.8771254903692636,
Belo Horizonte,Mais de 1,Sociodemográfico,"C(renda, Treatment('Até R$1620'))[T.R$1620 a R$2600]",0.1925487656489622,0.02265602500037694,1.6364312430058727,0.13133325858169762,
Belo Horizonte,Mais de 1,Sociodemográfico,"C(renda, Treatment('Até R$1620'))[T.R$2300 a R$4600]",0.40447230776579957,0.0770396152575387,2.1235548386696137,0.2846837577714211,
Belo Horizonte,Mais de 1,Sociodemográfico,idade1,0.9804240625166524,0.9078199405968784,1.0588347968316945,0.6145232887521359,
Belo Horizonte,Mais de 1,Geral,Intercept,0.1220575018956325,0.0001881006520262182,79.20245681511932,0.5243690576669227,
Belo Horizonte,Mais de 1,Geral,"C(sexo, Treatment('Masculino'))[T.Feminino]",3.4824691891504016,0.9573048463052887,12.66847410225511,0.05825951739966136,+
Belo Horizonte,Mais de 1,Geral,"C(raca, Treatment('Brancos'))[T.Negros]",2.822952829811065,0.7275118458232394,10.953859686395417,0.1335846961107041,
Belo Horizonte,Mais de 1,Geral,"C(estadocivil, Treatment('Solteiro/a'))[T.Casado/a]",2.310146838157349,0.2363497066064584,22.58000862566996,0.47161228673848976,
Belo Horizonte,Mais de 1,Geral,"C(estadocivil, Treatment('Solteiro/a'))[T.Separado/a]",1.4112941464026487,0.06825244530407559,29.182121736398003,0.8236013906185615,
Belo Horizonte,Mais de 1,Geral,"C(estadocivil, Treatment('Solteiro/a'))[T.Viúvo/a]",4.178049807893731,0.40259278677039656,43.3591976082678,0.23099787435505748,
Belo Horizonte,Mais de 1,Geral,"C(renda, Treatment('Até R$1620'))[T.Acima de R$4600]",0.5864330088928084,0.13458312953161938,2.5553252856872737,0.477285299008257,
Belo Horizonte,Mais de 1,Geral,"C(renda, Treatment('Até R$1620'))[T.R$1620 a R$2600]",0.1256422539844441,0.013852568601250604,1.139570316574098,0.0652079246442078,+
