code_tract,populacao
310620025610302,315
310620025610303,755
310620025610304,782
310620025610305,509
310620025610306,409
310620025610307,318
310620025610308,1000
310620025610309,555
310620025610311,223
310620025610312,171
310620025610313,1000
310620025610314,339
310620025610315,624
310620025610316,36
310620025610317,95
310620025610318,169
310620025610319,222
310620025610320,440
310620025610321,415
310620025610322,598
310620025610323,178
310620025610324,198
310620025610325,649
310620025610326,572
310620025610327,494
310620025610328,166
310620025610329,466
310620025610330,514
310620025610331,892
310620025610332,634
310620025610335,722
310620025610336,1162
310620025610337,564
310620025610338,297
310620025610339,814
310620025610340,93
310620025610341,35
310620025610343,594
310620025610344,521
310620025610345,23
310620025610346,360
310620025610347,436
310620025610348,241
310620025610349,465
310620025610350,336
310620025610352,610
310620025610353,553
310620025610354,635
310620025610355,232
310620025610356,74
310620025610357,274
310620025610358,156
310620025610359,621
310620025610360,885
310620025610361,557
310620025610362,101
310620025610363,139
310620025610364,454
310620025610366,535
310620025610367,135
310620025610368,127
310620025610369,103
310620025610370,191
310620025610371,529
310620025610372,546
310620025610373,379
310620025610374,781
310620025610375,125
310620025610376,365
310620025610377,131
310620025610378,87
310620025610379,195
310620025610380,121
310620025610381,322
310620025610382,98
310620025610383,235
310620025610384,279
310620025610385,426
310620025610386,446
310620025610387,584
310620025610388,503
310620025610389,456
310620025610390,299
310620025610391,89
310620025610392,212
310620025610393,156
310620025610394,667
310620025610395,287
310620025610396,0
310620025610397,364
310620025610398,289
310620025610399,534
310620025610400,456
310620025610401,213
310620025610402,940
310620025610403,218
310620025610404,589
310620025610405,682
310620025610406,819
310620025610407,360
310620025610409,422
310620025610410,527
310620025610411,683
310620025610412,99
310620025610413,107
310620025610414,680
310620025610415,705
310620025610416,194
310620025610417,725
310620025610418,66
310620025610419,206
310620025610420,264
310620025610421,730
310620025610425,441
310620025610426,524
310620025610427,99
310620025610428,145
310620025610429,280
310620025610430,176
310620025610431,133
310620025610433,881
310620025610434,420
310620025610435,1116
310620025610436,715
310620025610437,427
310620025610439,852
310620025610440,489
310620025610441,532
310620025610442,439
310620025610443,582
310620025610444,568
310620025610445,592
310620025610446,396
310620025610447,546
310620025610449,414
310620025610452,503
310620025610453,560
310620025610454,554
310620025610455,495
310620025610456,637
310620025610457,357
310620025610458,169
310620025610459,315
310620025610460,477
310620025610461,479
310620025610462,589
310620025610463,450
310620025610464,442
310620025610465,307
310620025610466,339
310620025610467,466
310620025610468,622
310620025610469,345
310620025610470,489
310620025610471,856
310620025610472,512
310620025610473,663
310620025610474,887
310620025610477,376
310620025610478,482
310620025610479,568
310620025610480,335
310620025610481,449
310620025610482,427
310620025610483,391
310620025610484,455
310620025610485,403
310620025610486,396
310620025610487,44
310620025610488,396
310620025610489,177
310620025610490,665
310620025610491,516
310620025610492,381
310620025610493,585
310620025610494,613
310620025610495,547
310620025610496,525
310620025610497,741
310620025610498,346
310620025610499,489
310620025610500,302
310620025610501,530
310620025610502,467
310620025610503,544
310620025610504,587
310620025610505,479
310620025610506,418
310620025610507,536
310620025610508,390
310620025610509,489
310620025610510,444
310620025610511,516
310620025610512,459
310620025610513,379
310620025610514,390
310620025610515,501
310620025610516,441
310620025610517,562
310620025610518,562
310620025610519,470
310620025610520,343
310620025610521,532
310620025610522,363
310620025610523,380
310620025610524,446
310620025610525,555
310620025610526,556
310620025610527,376
310620025610528,401
310620025610529,487
310620025610530,567
310620025610531,452
310620025610532,557
310620025610533,486
310620025610534,717
310620025610535,434
310620025610536,426
310620025610537,475
310620025610538,491
310620025610539,535
310620025610540,379
310620025610541,401
310620025610542,385
310620025610543,401
310620025610544,538
310620025610545,399
310620025610546,510
310620025610547,422
310620025610548,583
310620025610549,309
310620025610550,421
310620025610551,488
310620025610552,557
310620025610553,455
310620025610554,570
310620025610555,525
310620025610556,439
310620025610557,666
310620025610558,388
310620025610559,413
310620025610560,514
310620025610561,308
310620025610562,397
310620025610563,418
310620025610564,302
310620025610565,419
310620025610566,387
310620025610567,461
310620025610568,601
310620025610569,391
310620025610570,453
310620025610571,412
310620025610572,467
310620025610573,304
310620025610574,313
310620025610575,478
310620025610576,401
310620025610577,321
310620025610578,521
310620025610579,671
310620025610580,360
310620025610581,335
310620025610582,356
310620025610583,403
310620025610584,317
310620025610585,423
310620025610586,287
310620025610587,372
310620025610588,537
310620025610589,514
310620025610590,417
310620025610591,304
310620025610592,615
310620025610593,508
310620025610594,436
310620025610595,471
310620025610596,378
310620025610597,352
310620025610598,431
310620025610599,377
310620025610600,411
310620025610601,483
310620025610602,299
310620025610603,548
310620025610604,579
310620025610605,536
310620025610606,474
310620025610607,377
310620025610608,411
310620025610609,501
310620025610610,594
310620025610611,489
310620025610612,471
310620025610613,314
310620025610614,411
310620025610615,413
310620025610616,555
310620025610617,595
310620025610618,659
310620025610619,595
310620025610620,729
310620025610621,477
310620025610622,736
310620025610623,200
310620025610624,393
310620025610625,565
310620025610626,347
310620025610627,432
310620025610628,72
310620025610629,184
310620025610630,714
310620025610631,781
310620025610632,338
310620025610633,366
310620025610634,582
310620025610635,616
310620025610636,320
310620025610637,395
310620025610638,348
310620025610639,284
310620025610640,397
310620025610641,527
310620025610642,340
310620025610643,219
310620025610644,2
310620025610645,561
310620025610646,419
310620025610647,419
310620025610648,90
310620025610649,1076
310620025670001,218
310620025670002,128
310620025670003,109
310620025670004,85
310620025670005,160
310620025670006,12
310620060640002,511
310620060640004,358
310620060640005,613
310620060640006,568
310620060640007,659
310620060640008,248
310620060640009,597
310620060640010,662
310620060640011,550
310620060640012,561
310620060640014,71
310620060640015,544
310620060640016,617
310620060640017,672
310620060640018,774
310620060640019,734
310620060640020,668
310620060640021,607
310620060640022,794
310620060640023,871
310620060640024,433
310620060640025,580
310620060640027,704
310620060640028,694
310620060640029,248
310620060640030,728
310620060640031,542
310620060640033,619
310620060640035,827
310620060640036,543
310620060640037,736
310620060640038,997
310620060640039,954
310620060640040,425
310620060640041,726
310620060640042,61
310620060640043,504
310620060640044,685
310620060640045,451
310620060640047,552
310620060640048,508
310620060640049,721
310620060640050,457
310620060640051,851
310620060640052,661
310620060640053,249
310620060640054,927
310620060640055,916
310620060640056,798
310620060640057,575
310620060640058,810
310620060640059,1063
310620060640060,575
310620060640061,671
310620060640062,705
310620060640063,557
310620060640064,678
310620060640065,710
310620060640066,846
310620060640067,851
310620060640068,612
310620060640070,574
310620060640071,663
310620060640072,696
310620060640073,745
310620060640074,659
310620060640075,627
310620060640076,917
310620060640077,690
310620060640078,537
310620060640079,618
310620060640080,643
310620060640081,642
310620060640082,382
310620060640083,859
310620060640084,810
310620060640085,768
310620060640086,628
310620060640087,696
310620060640089,616
310620060640090,596
310620060640091,446
310620060640092,567
310620060640093,655
310620060640094,852
310620060640095,465
310620060640096,928
310620060640097,991
310620060640098,636
310620060640099,819
310620060640100,843
310620060640101,609
310620060640102,513
310620060640103,714
310620060640104,634
310620060640105,792
310620060640106,523
310620060640107,700
310620060640108,445
310620060640109,784
310620060640111,603
310620060640112,721
310620060640113,677
310620060640114,661
310620060640115,485
310620060640116,282
310620060640117,489
310620060640118,506
310620060640119,558
310620060640120,482
310620060640121,593
310620060640122,726
310620060640123,951
310620060640124,665
310620060640125,480
310620060640126,638
310620060640127,838
310620060640128,596
310620060640129,957
310620060640130,629
310620060640131,103
310620060640132,151
310620060640133,198
310620060640135,567
310620060640136,80
310620060640137,308
310620060640138,531
310620060640139,362
310620060640140,724
310620060640141,75
310620060640142,681
310620060640143,591
310620060640144,501
310620060640145,537
310620060640146,179
310620060640147,682
310620060640148,621
310620060640149,0
310620060640150,399
310620060640151,242
310620060640152,668
310620060640153,616
310620060640154,388
310620060640155,618
310620060640156,138
310620060640157,58
310620060640158,111
310620060640159,214
310620060640161,770
310620060640162,119
310620060640164,112
310620060640165,192
310620060640166,239
310620060640167,308
310620060640168,326
310620060640169,407
310620060640170,178
310620060640171,159
310620060640172,902
310620060640173,26
310620060640174,113
310620060640175,73
310620060640176,114
310620060640177,510
310620060640178,463
310620060640179,457
310620060640180,886
310620060640181,92
310620060640182,694
310620060640183,534
310620060640184,788
310620060640185,258
310620060640186,927
310620060640187,729
310620060640188,96
310620060640189,628
310620060640190,322
310620060640191,668
310620060640192,334
310620060640193,542
310620060640194,170
310620060640195,749
310620060640196,898
310620060640197,72
310620060640198,430
310620060640199,222
310620060640200,461
310620060640201,115
310620060640202,33
310620060640203,368
310620060640204,444
310620060640205,519
310620060640206,534
310620060640207,379
310620060640208,134
310620060640209,511
310620060640210,212
310620060640212,19
310620060640213,811
310620060640214,174
310620060640215,657
310620060640216,441
310620060640217,401
310620060640218,631
310620060640220,120
310620060640221,637
310620060640222,669
310620060640223,697
310620060640224,633
310620060640226,444
310620060640227,368
310620060640228,470
310620060640229,468
310620060640230,284
310620060640231,429
310620060640233,563
310620060640234,886
310620060640235,574
310620060640236,519
310620060640237,459
310620060640238,590
310620060640239,435
310620060640240,666
310620060640241,351
310620060640242,564
310620060640243,597
310620060640244,509
310620060640245,418
310620060640246,542
310620060640247,558
310620060640248,411
310620060640249,419
310620060640250,460
310620060640251,452
310620060640252,493
310620060640253,457
310620060640254,608
310620060640255,406
310620060640256,524
310620060640257,431
310620060640258,538
310620060640259,656
310620060640260,573
310620060640261,394
310620060640262,402
310620060640263,574
310620060640264,549
310620060640265,571
310620060640266,674
310620060640269,875
310620060640270,666
310620060640271,528
310620060640272,267
310620060640273,480
310620060640274,711
310620060640275,302
310620060640276,305
310620060640277,266
310620060640278,433
310620060640279,246
310620060640280,338
310620060640281,356
310620060640282,421
310620060640283,411
310620060640284,144
310620060640285,516
310620060640288,725
310620060640289,1146
310620060640291,540
310620060640292,487
310620060640293,377
310620060640294,545
310620060640296,516
310620060640297,661
310620060640298,431
310620060640299,596
310620060640300,368
310620060640301,502
310620060640302,390
310620060640303,468
310620060640304,467
310620060640305,178
310620060640306,266
310620060640307,436
310620060640308,268
310620060640309,534
310620060640310,512
310620060640311,493
310620060640312,494
310620060640313,734
310620060640314,480
310620060640315,332
310620060640316,293
310620060640317,256
310620060640318,324
310620060640319,311
310620060640320,268
310620060640321,613
310620060640322,407
310620060640323,349
310620060640324,362
310620060640325,462
310620060640326,407
310620060640327,156
310620060640328,614
310620060640329,280
310620060640330,582
310620060640331,355
310620060640332,278
310620060640333,298
310620060640334,148
310620060640335,16
310620060640336,779
310620060640337,166
310620060640338,511
310620060640339,719
310620060640340,902
310620060640341,953
310620060640342,382
310620060640343,548
310620060660001,478
310620060660002,1013
310620060660003,588
310620060660004,629
310620060660005,841
310620060660006,728
310620060660007,513
310620060660008,546
310620060660009,973
310620060660010,729
310620060660011,233
310620060660012,250
310620060660013,917
310620060660014,639
310620060660015,720
310620060660016,804
310620060660017,809
310620060660018,726
310620060660019,913
310620060660020,534
310620060660021,498
310620060660022,563
310620060660023,569
310620060660024,761
310620060660025,538
310620060660026,719
310620060660027,553
310620060660028,310
310620060660029,799
310620060660030,486
310620060660031,709
310620060660032,633
310620060660033,441
310620060660034,735
310620060660035,751
310620060660036,677
310620060660039,895
310620060660040,547
310620060660042,482
310620060660043,788
310620060660044,753
310620060660045,842
310620060660047,743
310620060660048,803
310620060660049,807
310620060660050,650
310620060660051,386
310620060660053,507
310620060660054,541
310620060660055,614
310620060660056,315
310620060660057,574
310620060660058,909
310620060660059,793
310620060660060,377
310620060660061,614
310620060660062,360
310620060660063,758
310620060660064,822
310620060660065,741
310620060660066,1428
310620060660067,580
310620060660068,496
310620060660069,752
310620060660070,559
310620060660071,538
310620060660072,504
310620060660073,736
310620060660075,666
310620060660076,780
310620060660077,875
310620060660079,620
310620060660080,891
310620060660081,906
310620060660082,669
310620060660083,1063
310620060660084,856
310620060660085,836
310620060660086,619
310620060660087,747
310620060660088,624
310620060660089,581
310620060660090,547
310620060660091,583
310620060660093,827
310620060660094,621
310620060660095,796
310620060660097,686
310620060660098,393
310620060660100,599
310620060660101,842
310620060660102,758
310620060660103,989
310620060660104,0
310620060660105,629
310620060660106,615
310620060660107,826
310620060660108,644
310620060660109,623
310620060660110,447
310620060660111,627
310620060660112,131
310620060660113,414
310620060660114,525
310620060660115,949
310620060660116,808
310620060660117,568
310620060660119,744
310620060660120,1030
310620060660121,867
310620060660122,568
310620060660123,111
310620060660124,891
310620060660125,456
310620060660126,385
310620060660127,135
310620060660128,694
310620060660129,718
310620060660130,438
310620060660139,604
310620060660141,691
310620060660142,408
310620060660143,551
310620060660144,644
310620060660145,541
310620060660146,1030
310620060660147,355
310620060660148,556
310620060660150,493
310620060660151,615
310620060660152,731
310620060660153,750
310620060660154,796
310620060660155,545
310620060660156,723
310620060660157,668
310620060660159,425
310620060660160,519
310620060660161,472
310620060660162,336
310620060660163,481
310620060660164,783
310620060660165,465
310620060660166,1265
310620060660167,614
310620060660168,911
310620060660169,462
310620060660170,617
310620060660171,495
310620060660174,999
310620060660175,561
310620060660176,837
310620060660177,1020
310620060660178,600
310620060660179,670
310620060660180,807
310620060660181,1140
310620060660182,607
310620060660183,805
310620060660184,791
310620060660185,625
310620060660186,34
310620060660187,395
310620060660188,7
310620060660189,284
310620060660190,827
310620060660191,797
310620060660193,507
310620060660194,943
310620060660195,437
310620060660196,299
310620060660197,201
310620060660198,380
310620060660199,503
310620060660200,96
310620060660201,336
310620060660202,261
310620060660203,930
310620060660204,246
310620060660205,137
310620060660206,885
310620060660207,556
310620060660208,195
310620060660209,156
310620060660211,346
310620060660212,284
310620060660213,357
310620060660214,824
310620060660215,254
310620060660217,488
310620060660218,602
310620060660219,434
310620060660220,646
310620060660221,404
310620060660222,103
310620060660223,98
310620060660224,779
310620060660225,184
310620060660226,544
310620060660227,101
310620060660228,153
310620060660229,94
310620060660230,400
310620060660231,358
310620060660232,318
310620060660233,200
310620060660234,206
310620060660235,135
310620060660236,200
310620060660237,224
310620060660238,105
310620060660239,345
310620060660240,427
310620060660241,212
310620060660242,294
310620060660243,379
310620060660244,113
310620060660246,205
310620060660247,806
310620060660248,831
310620060660249,328
310620060660250,254
310620060660251,626
310620060660252,430
310620060660253,628
310620060660254,119
310620060660255,287
310620060660256,189
310620060660258,797
310620060660259,581
310620060660260,381
310620060660261,416
310620060660262,669
310620060660263,682
310620060660264,875
310620060660265,678
310620060660266,664
310620060660267,548
310620060660268,528
310620060660269,244
310620060660270,556
310620060660271,864
310620060660272,603
310620060660273,796
310620060660274,854
310620060660275,611
310620060660276,470
310620060660277,598
310620060660278,68
310620060660279,55
310620060660280,520
310620060660281,560
310620060660282,575
310620060660283,609
310620060660284,418
310620060660285,576
310620060660286,734
310620060660287,616
310620060660288,787
310620060660289,746
310620060660293,463
310620060660294,721
310620060660295,811
310620060660296,150
310620060660298,248
310620060660299,498
310620060660300,573
310620060660301,823
310620060660302,530
310620060660303,846
310620060660304,125
310620060660305,171
310620060660306,68
310620060660307,19
310620060660308,48
310620060660309,108
310620060660310,85
310620060660311,102
310620060660312,45
310620060660313,64
310620060660314,90
310620060660315,69
310620060660316,5
310620060660317,87
310620060660318,114
310620060660319,283
310620060660320,96
310620060660321,89
310620060660322,177
310620060660323,607
310620060660324,0
310620060660327,563
310620060660328,569
310620060660329,498
310620060660330,412
310620060660331,391
310620060660332,451
310620060660333,625
310620060660334,724
310620060660335,693
310620060660336,505
310620060660338,544
310620060660339,570
310620060660340,623
310620060660341,424
310620060660342,464
310620060660343,375
310620060660344,520
310620060660345,661
310620060660346,542
310620060660347,465
310620060660348,306
310620060660349,422
310620060660350,501
310620060660351,417
310620060660352,402
310620060660353,529
310620060660354,556
310620060660355,525
310620060660356,724
310620060660357,431
310620060660358,638
310620060660359,475
310620060660360,518
310620060660361,675
310620060660362,366
310620060660363,1045
310620060660364,545
310620060660365,80
310620060660366,487
310620060660367,751
310620060660368,373
310620060660369,148
310620060660370,37
310620060660371,346
310620060660372,357
310620060660373,464
310620060660374,748
310620060660376,640
310620060660377,2
310620060660378,0
310620060660379,153
310620060660380,380
310620060660381,140
310620060660382,381
310620060660383,228
310620060660384,330
310620060660385,298
310620060660386,402
310620060660387,359
310620060660388,487
310620060660389,396
310620060660390,492
310620060660391,355
310620060660393,272
310620060660395,130
310620060660396,308
310620060660397,176
310620060660398,507
310620060660399,551
310620060660400,446
310620060660401,631
310620060660402,514
310620060660403,625
310620060660404,364
310620060660405,357
310620060660406,484
310620060660407,641
310620060660408,522
310620060660409,491
310620060660410,599
310620060660411,600
310620060660412,495
310620060660413,423
310620060660414,422
310620060660415,484
310620060660416,586
310620060660417,390
310620060660418,484
310620060660419,457
310620060660420,384
310620060660421,510
310620060660422,487
310620060660423,422
310620060660424,286
310620060660425,801
310620060660426,355
310620060660427,420
310620060660428,535
310620060660429,447
310620060660430,513
310620060660431,233
310620060660432,313
310620060660433,132
310620060660434,205
310620060660435,3
310620060660436,56
310620060660437,679
310620060660438,430
310620060660439,483
310620060660440,653
310620060660441,309
310620060660442,370
310620060680001,369
310620060680002,572
310620060680003,467
310620060680004,356
310620060680005,406
310620060680006,558
310620060680007,568
310620060680008,511
310620060680009,418
310620060680010,539
310620060680011,387
310620060680012,563
310620060680013,380
310620060680014,453
310620060680015,468
310620060680016,506
310620060680018,560
310620060680019,435
310620060680020,597
310620060680021,415
310620060680022,523
310620060680023,484
310620060680024,236
310620060680025,425
310620060680026,453
310620060680027,558
310620060680028,559
310620060680029,368
310620060680030,473
310620060680031,459
310620060680032,341
310620060680033,352
310620060680035,603
310620060680036,592
310620060680037,225
310620060680038,5
310620060680039,634
310620060680040,755
310620060680041,350
310620060680042,470
310620060680043,495
310620060680044,502
310620060680045,311
310620060680046,172
310620060680048,207
310620060680049,421
310620060680050,434
310620060680051,772
310620060680052,604
310620060680053,373
310620060680056,486
310620060680057,53
310620060680058,567
310620060680059,483
310620060680061,91
310620060680062,333
310620060680063,494
310620060680064,220
310620060680066,477
310620060680067,504
310620060680068,371
310620060680069,441
310620060680071,296
310620060680072,696
310620060680073,465
310620060680074,336
310620060680075,413
310620060680076,518
310620060680077,452
310620060680078,425
310620060680079,362
310620060680080,437
310620060680081,267
310620060680082,366
310620060680083,469
310620060680084,544
310620060680085,519
310620060680086,203
310620060680088,451
310620060680090,422
310620060680091,410
310620060680092,383
310620060680093,448
310620060680094,301
310620060680095,430
310620060680096,217
310620060680097,622
310620060680098,357
310620060680099,397
310620060680100,449
310620060680101,146
310620060680102,706
310620060680103,399
310620060680104,491
310620060690001,814
310620060690002,407
310620060690003,573
310620060690004,500
310620060690005,789
310620060690006,639
310620060690007,224
310620060690008,597
310620060690009,847
310620060690011,508
310620060690012,728
310620060690014,570
310620060690015,427
310620060690016,416
310620060690017,705
310620060690018,293
310620060690019,710
310620060690020,715
310620060690021,601
310620060690022,617
310620060690023,605
310620060690024,276
310620060690025,837
310620060690026,582
310620060690027,576
310620060690028,647
310620060690029,752
310620060690030,529
310620060690031,577
310620060690032,280
310620060690033,559
310620060690034,890
310620060690035,635
310620060690036,833
310620060690037,438
310620060690038,677
310620060690040,490
310620060690041,795
310620060690042,585
310620060690044,349
310620060690045,589
310620060690046,711
310620060690047,668
310620060690048,904
310620060690049,713
310620060690050,437
310620060690051,573
310620060690053,811
310620060690054,652
310620060690055,503
310620060690056,246
310620060690057,652
310620060690058,806
310620060690059,642
310620060690060,545
310620060690061,622
310620060690062,725
310620060690063,784
310620060690064,824
310620060690065,538
310620060690068,463
310620060690069,404
310620060690071,596
310620060690072,364
310620060690073,695
310620060690075,542
310620060690076,151
310620060690077,105
310620060690079,522
310620060690080,604
310620060690081,532
310620060690082,715
310620060690083,226
310620060690084,522
310620060690085,588
310620060690087,124
310620060690088,778
310620060690090,561
310620060690091,1045
310620060690092,868
310620060690093,802
310620060690095,438
310620060690096,762
310620060690097,466
310620060690098,680
310620060690099,491
310620060690100,569
310620060690102,807
310620060690103,1010
310620060690104,1049
310620060690105,321
310620060690106,476
310620060690109,186
310620060690110,723
310620060690111,424
310620060690112,707
310620060690113,118
310620060690114,656
310620060690115,649
310620060690116,612
310620060690117,585
310620060690118,491
310620060690120,518
310620060690121,570
310620060690123,696
310620060690124,484
310620060690125,707
310620060690126,793
310620060690127,568
310620060690129,496
310620060690130,338
310620060690131,513
310620060690132,583
310620060690133,450
310620060690134,677
310620060690135,730
310620060690137,662
310620060690138,573
310620060690140,556
310620060690141,847
310620060690142,504
310620060690143,266
310620060690144,610
310620060690145,671
310620060690146,803
310620060690147,571
310620060690148,518
310620060690149,601
310620060690150,559
310620060690151,542
310620060690152,944
310620060690153,434
310620060690154,448
310620060690155,516
310620060690157,244
310620060690158,120
310620060690159,586
310620060690160,554
310620060690161,621
310620060690162,793
310620060690163,790
310620060690164,721
310620060690165,506
310620060690166,332
310620060690167,511
310620060690168,674
310620060690169,736
310620060690170,726
310620060690172,466
310620060690173,746
310620060690174,612
310620060690175,732
310620060690176,708
310620060690177,657
310620060690178,610
310620060690179,731
310620060690180,878
310620060690181,710
310620060690182,550
310620060690183,804
310620060690184,1030
310620060690185,858
310620060690186,646
310620060690187,382
310620060690188,281
310620060690189,542
310620060690190,364
310620060690191,484
310620060690192,442
310620060690193,682
310620060690194,780
310620060690195,638
310620060690196,854
310620060690197,924
310620060690199,777
310620060690200,853
310620060690201,820
310620060690202,624
310620060690203,458
310620060690205,553
310620060690206,813
310620060690207,830
310620060690208,418
310620060690209,657
310620060690210,722
310620060690211,562
310620060690212,913
310620060690213,711
310620060690214,810
310620060690215,705
310620060690216,869
310620060690218,500
310620060690219,739
310620060690220,759
310620060690221,912
310620060690222,347
310620060690223,564
310620060690224,541
310620060690225,439
310620060690226,415
310620060690228,560
310620060690231,523
310620060690232,825
310620060690234,420
310620060690235,531
310620060690236,734
310620060690237,589
310620060690238,717
310620060690239,28
310620060690240,660
310620060690242,663
310620060690245,713
310620060690246,659
310620060690247,645
310620060690248,472
310620060690250,557
310620060690251,1328
310620060690252,615
310620060690253,870
310620060690254,440
310620060690255,216
310620060690256,462
310620060690257,248
310620060690258,256
310620060690259,525
310620060690261,307
310620060690262,347
310620060690263,23
310620060690264,141
310620060690266,253
310620060690267,145
310620060690269,712
310620060690270,285
310620060690271,82
310620060690272,200
310620060690273,387
310620060690274,66
310620060690275,188
310620060690276,53
310620060690277,447
310620060690278,818
310620060690279,521
310620060690280,548
310620060690281,534
310620060690282,752
310620060690283,425
310620060690285,379
310620060690286,51
310620060690287,47
310620060690288,380
310620060690289,294
310620060690290,893
310620060690291,516
310620060690292,286
310620060690293,261
310620060690294,213
310620060690296,247
310620060690297,331
310620060690298,118
310620060690299,173
310620060690300,301
310620060690301,166
310620060690302,150
310620060690303,412
310620060690304,290
310620060690305,265
310620060690306,166
310620060690307,70
310620060690308,683
310620060690309,134
310620060690310,393
310620060690311,194
310620060690313,242
310620060690314,104
310620060690315,200
310620060690316,151
310620060690317,397
310620060690318,436
310620060690320,156
310620060690323,676
310620060690324,96
310620060690325,68
310620060690326,581
310620060690327,443
310620060690328,572
310620060690329,638
310620060690330,847
310620060690331,709
310620060690332,575
310620060690333,717
310620060690334,532
310620060690335,363
310620060690336,493
310620060690337,444
310620060690338,735
310620060690339,574
310620060690340,740
310620060690341,826
310620060690342,533
310620060690343,535
310620060690345,593
310620060690346,363
310620060690347,752
310620060690348,573
310620060690349,771
310620060690350,405
310620060690351,443
310620060690352,523
310620060690353,677
310620060690354,675
310620060690355,434
310620060690356,818
310620060690357,896
310620060690358,502
310620060690359,624
310620060690361,599
310620060690362,267
310620060690363,509
310620060690365,534
310620060690366,733
310620060690367,691
310620060690368,734
310620060690369,437
310620060690370,127
310620060690372,147
310620060690373,66
310620060690374,103
310620060690375,61
310620060690376,48
310620060690377,45
310620060690378,60
310620060690379,199
310620060690380,130
310620060690381,64
310620060690383,230
310620060690384,91
310620060690385,123
310620060690386,51
310620060690388,99
310620060690389,353
310620060690390,417
310620060690391,47
310620060690393,78
310620060690394,334
310620060690395,280
310620060690396,345
310620060690397,104
310620060690398,131
310620060690399,78
310620060690400,115
310620060690401,187
310620060690403,687
310620060690404,234
310620060690405,5
310620060690406,382
310620060690407,625
310620060690408,532
310620060690409,414
310620060690410,483
310620060690411,464
310620060690412,414
310620060690413,367
310620060690414,1128
310620060690415,720
310620060690416,535
310620060690417,407
310620060690418,368
310620060690419,563
310620060690420,825
310620060690421,640
310620060690422,429
310620060690423,303
310620060690424,352
310620060690425,162
310620060690426,326
310620060690427,436
310620060690428,524
310620060690429,521
310620060690430,487
310620060690431,326
310620060690432,402
310620060690433,640
310620060690434,364
310620060690435,431
310620060690436,560
310620060690437,581
310620060690438,480
310620060690439,519
310620060690440,534
310620060690441,514
310620060690442,599
310620060690443,502
310620060690444,636
310620060690445,436
310620060690446,517
310620060690447,564
310620060690448,464
310620060690449,570
310620060690450,494
310620060690451,376
310620060690452,605
310620060690453,586
310620060690454,326
310620060690455,544
310620060690456,462
310620060690457,393
310620060690458,466
310620060690459,567
310620060690460,588
310620060690461,380
310620060690462,288
310620060690463,355
310620060690464,518
310620060690465,64
310620060690466,90
310620060690467,141
310620060690468,30
310620060690469,0
310620060690470,487
310620060690471,355
310620060690472,390
310620060690473,430
310620060690474,335
310620060690475,552
310620060690476,446
310620060690477,751
310620060690478,475
310620060690479,460
310620060690480,378
310620060690481,566
310620060690482,485
310620060690483,389
310620060690484,455
310620060690485,474
310620060690486,373
310620060690487,507
310620060690488,539
310620060690489,347
310620060690490,556
310620060690491,384
310620060690492,534
310620060690493,509
310620060690494,454
310620060690495,385
310620060690496,674
310620060690497,123
310620060690498,453
310620060690499,523
310620060690500,466
310620060690501,476
310620060690502,393
310620060690503,465
310620060690504,319
310620060690505,716
310620060690506,640
310620060690507,247
310620060690508,719
310620060690509,256
310620060690510,548
310620060690511,355
310620060690512,407
310620060690513,483
310620060690514,524
310620060690515,354
310620060690516,412
310620060690517,409
310620060690518,413
310620060690519,369
310620060690520,385
310620060690521,432
310620060690522,554
310620060690523,512
310620060690524,22
310620060690525,519
310620060690526,459
310620060690527,634
310620060690528,577
310620060690529,323
310620060690530,368
310620060690531,219
310620060690532,730
310620060690533,216
310620060690534,311
310620060690535,657
310620060690536,127
310620060690537,142
310620060690538,284
310620060690539,149
310620060690540,211
310620060690541,119
310620060690542,486
310620060690543,149
310620060690544,271
310620060690545,68
310620060690546,281
310620060690547,426
