code_tract,populacao
310620005650422,403
310620005650423,571
310620005650424,244
310620005650425,131
310620005650426,262
310620005650427,79
310620005650428,233
310620005650429,72
310620005650430,327
310620005650431,321
310620005650432,99
310620005650436,320
310620005650437,492
310620005650438,85
310620005650439,301
310620005650440,419
310620005650441,115
310620005650442,393
310620005650443,219
310620005650444,104
310620005650445,44
310620005650446,65
310620005650447,145
310620005650448,202
310620005650449,530
310620005650450,225
310620005650451,201
310620005650452,108
310620005650453,267
310620005650454,69
310620005650455,263
310620005650456,603
310620005650457,184
310620005650458,46
310620005650459,149
310620005650460,72
310620005650461,48
310620005650462,74
310620005650463,383
310620005650464,172
310620005650466,648
310620005650467,535
310620005650468,303
310620005650470,373
310620005650471,66
310620005650472,57
310620005650473,382
310620005650474,533
310620005650475,73
310620005650476,82
310620005650477,327
310620005650478,91
310620005650479,437
310620005650480,400
310620005650481,164
310620005650482,44
310620005650483,210
310620005650484,18
310620005650486,405
310620005650487,176
310620005650488,384
310620005650489,351
310620005650490,241
310620005650491,560
310620005650504,0
310620005650505,254
310620005650507,3
310620005650508,130
310620005650509,750
310620005650510,556
310620005650511,31
310620005650512,236
310620005650513,345
310620005650514,159
310620005650515,112
310620005650516,205
310620005650517,67
310620005650518,105
310620005650519,88
310620005650520,370
310620005650521,239
310620005650522,237
310620005650523,87
310620005650524,129
310620005650530,307
310620005650548,138
310620005650551,294
310620005650552,178
310620005650553,63
310620005650554,85
310620005650555,26
310620005650556,112
310620005650557,314
310620005650558,106
310620005650559,251
310620005650560,275
310620005650561,161
310620005650562,15
310620005650563,216
310620005650564,117
310620005650565,40
310620005650566,139
310620005650567,38
310620005650568,60
310620005650569,19
310620005650570,163
310620005650571,187
310620005650572,402
310620005650573,431
310620005650574,343
310620005650575,305
310620005650579,192
310620005650580,474
310620005650581,275
310620005650582,409
310620005650583,443
310620005650584,402
310620005650585,355
310620005650586,502
310620005650587,177
310620005650588,571
310620005650589,526
310620005650590,412
310620005650591,356
310620005650592,151
310620005650593,354
310620005650594,309
310620005650595,351
310620005650596,237
310620005650597,315
310620005650598,366
310620005650599,323
310620005650600,486
310620005650601,344
310620005650602,612
310620005650603,299
310620005650604,305
310620005650607,631
310620005650608,489
310620005650609,704
310620005650610,643
310620005650611,644
310620005650612,450
310620005650613,274
310620005650614,678
310620005650615,324
310620005650616,403
310620005650617,80
310620005650618,382
310620005650619,339
310620005650620,248
310620005650621,428
310620005650622,171
310620005650623,228
310620005650624,364
310620005650625,807
310620005650626,447
310620005650627,630
310620005650628,461
310620005650629,352
310620005650630,179
310620005650631,395
310620005650632,396
310620005650633,166
310620005650634,263
310620005650635,537
310620005650636,403
310620005650637,599
310620005650638,408
310620005650639,389
310620005650640,538
310620005650641,481
310620005650642,502
310620005650643,401
310620005650644,454
310620005650645,462
310620005650646,500
310620005650647,453
310620005650648,585
310620005650649,534
310620005650650,382
310620005650651,402
310620005650652,377
310620005650653,450
310620005650654,407
310620005650655,478
310620005650656,364
310620005650657,458
310620005650658,430
310620005650659,411
310620005650660,457
310620005650661,374
310620005650662,375
310620005650663,448
310620005650664,98
310620005650665,568
310620005650666,471
310620005650667,388
310620005650668,368
310620005650669,455
310620005650670,508
310620005650671,435
310620005650672,470
310620005650673,377
310620005650674,226
310620005650675,423
310620005650676,436
310620005650677,374
310620005650678,421
310620005650679,448
310620005650680,413
310620005650681,442
310620005650682,155
310620005650683,382
310620005650684,279
310620005650685,595
310620005650686,347
310620005650687,286
310620005650688,262
310620005650689,435
310620005650690,521
310620005650691,747
310620005650692,501
310620005650693,298
310620005650694,357
310620005650695,315
310620005650696,347
310620005650697,474
310620005650698,423
310620005650699,483
310620005650700,271
310620005650701,392
310620005650702,353
310620005650703,328
310620005650704,152
310620005650705,462
310620005650706,72
310620005650707,1404
310620005650708,220
310620005650709,333
310620005650710,111
310620005650711,524
310620005650712,85
310620005650713,135
310620005650714,268
310620005660001,481
310620005660002,356
310620005660004,234
310620005660005,170
310620005660006,434
310620005660007,842
310620005660008,464
310620005660010,429
310620005660011,172
310620005660013,245
310620005660014,279
310620005660015,194
310620005660016,242
310620005660017,313
310620005660018,292
310620005660019,305
310620005660020,447
310620005660021,476
310620005660022,255
310620005660023,0
310620005670001,683
310620005670002,227
310620005670003,728
310620005670004,374
310620005670005,311
310620005670006,474
310620005670007,547
310620005670008,505
310620005670009,408
310620005670010,587
310620005670013,397
310620005670014,390
310620005670015,853
310620005670016,610
310620005670018,636
310620005670019,511
310620005670020,366
310620005670022,626
310620005670023,440
310620005670024,611
310620005670025,841
310620005670027,704
310620005670028,583
310620005670030,552
310620005670031,598
310620005670033,663
310620005670034,433
310620005670035,639
310620005670036,961
310620005670037,658
310620005670038,648
310620005670039,491
310620005670040,556
310620005670041,316
310620005670042,412
310620005670043,593
310620005670044,164
310620005670045,492
310620005670046,445
310620005670047,483
310620005670048,893
310620005670049,463
310620005670052,432
310620005670053,622
310620005670054,639
310620005670055,491
310620005670056,500
310620005670057,594
310620005670059,602
310620005670060,480
310620005670061,430
310620005670062,587
310620005670063,804
310620005670064,635
310620005670065,346
310620005670067,503
310620005670068,542
310620005670069,645
310620005670071,487
310620005670072,566
310620005670075,392
310620005670076,327
310620005670079,309
310620005670080,616
310620005670082,431
310620005670083,686
310620005670085,393
310620005670086,424
310620005670087,209
310620005670088,490
310620005670089,580
310620005670090,537
310620005670091,646
310620005670092,300
310620005670093,742
310620005670094,655
310620005670095,597
310620005670096,727
310620005670097,817
310620005670098,515
310620005670099,337
310620005670100,673
310620005670101,342
310620005670102,698
310620005670103,843
310620005670104,715
310620005670105,359
310620005670106,455
310620005670107,685
310620005670109,670
310620005670110,652
310620005670111,601
310620005670113,664
310620005670115,429
310620005670116,746
310620005670117,421
310620005670118,620
310620005670119,249
310620005670120,639
310620005670121,464
310620005670122,281
310620005670123,49
310620005670124,247
310620005670125,262
310620005670126,216
310620005670127,581
310620005670128,640
310620005670129,158
310620005670130,616
310620005670131,502
310620005670132,434
310620005670133,303
310620005670134,373
310620005670136,163
310620005670137,259
310620005670138,300
310620005670139,553
310620005670140,482
310620005670141,406
310620005670142,756
310620005670143,327
310620005670144,450
310620005670145,323
310620005670147,334
310620005670148,325
310620005670149,222
310620005670150,591
310620005670151,729
310620005670152,541
310620005670153,640
310620005670155,367
310620005670156,511
310620005670157,675
310620005670158,550
310620005670159,562
310620005670160,372
310620005670161,383
310620005670162,472
310620005670163,308
310620005670164,448
310620005670165,727
310620005670167,816
310620005670168,475
310620005670169,701
310620005670170,288
310620005670171,668
310620005670172,594
310620005670173,391
310620005670174,415
310620005670176,438
310620005670177,620
310620005670178,565
310620005670179,649
310620005670180,618
310620005670181,613
310620005670182,408
310620005670183,460
310620005670187,366
310620005670188,476
310620005670189,305
310620005670190,569
310620005670191,524
310620005670192,14
310620005670193,301
310620005670194,434
310620005670195,562
310620005670196,371
310620005670197,515
310620005670198,455
310620005670199,690
310620005670200,285
310620005670201,412
310620005670202,626
310620005670203,388
310620005670204,333
310620005670205,385
310620005670206,443
310620005670207,396
310620005670208,499
310620005670209,606
310620005670210,635
310620005670211,473
310620005670212,468
310620005670213,49
310620005670214,173
310620005670215,798
310620005670216,675
310620005670217,292
310620005670218,780
310620005670219,105
310620005670220,16
310620005670221,5
310620005670222,94
310620005670224,346
310620005670225,371
310620005670226,579
310620005670227,266
310620005670228,422
310620005670229,293
310620005670230,368
310620005670231,393
310620005670232,370
310620005670233,476
310620005670234,611
310620005670235,694
310620005670236,482
310620005670237,318
310620005670238,645
310620005670239,400
310620005670240,188
310620005670241,252
310620005670242,422
310620005670243,551
310620005670244,208
310620005670245,497
310620005670246,401
310620005670247,461
310620005670248,344
310620005670249,318
310620005670250,272
310620005670251,287
310620005670252,521
310620005670253,529
310620005670254,652
310620005670255,521
310620005670256,269
310620005670257,335
310620005670258,542
310620005670259,234
310620005670260,303
310620005670261,501
310620005670262,392
310620005670263,505
310620005670264,732
310620005670265,352
310620005670266,678
310620005670268,255
310620005670269,483
310620005670270,236
310620005670271,268
310620005670272,328
310620005670273,369
310620005670274,513
310620005670275,223
310620005670276,424
310620005670277,404
310620005670278,413
310620005670279,282
310620005670280,397
310620005670281,289
310620005670282,409
310620005670283,337
310620005670284,232
310620005670285,546
310620005670286,471
310620005670287,361
310620005670288,392
310620005670289,282
310620005670291,370
310620005670292,491
310620005670293,705
310620005670294,497
310620005670295,363
310620005670296,336
310620005670297,340
310620005670298,479
310620005670299,486
310620005670300,340
310620005670301,425
310620005670302,535
310620005670304,415
310620005670305,356
310620005670306,512
310620005670307,591
310620005670308,275
310620005670310,337
310620005670311,464
310620005670312,493
310620005670313,460
310620005670314,514
310620005670316,647
310620005670317,364
310620005670318,533
310620005670319,101
310620005670320,374
310620005670321,161
310620005670322,299
310620005670323,443
310620005670324,238
310620005670325,340
310620005670326,79
310620005670327,178
310620005670328,462
310620005670329,194
310620005670330,58
310620005670331,15
310620005670332,389
310620005670333,294
310620005670334,644
310620005670335,558
310620005670336,235
310620005670337,504
310620005670338,244
310620005670339,545
310620005670340,173
310620005670341,59
310620005670343,324
310620005670344,538
310620005670345,82
310620005670346,52
310620005670347,77
310620005670348,333
310620005670349,420
310620005670350,148
310620005670351,231
310620005670352,638
310620005670353,615
310620005670354,494
310620005670356,180
310620005670357,374
310620005670358,29
310620005670359,70
310620005670360,5
310620005670361,252
310620005670362,461
310620005670363,121
310620005670364,628
310620005670365,645
310620005670366,123
310620005670367,41
310620005670368,179
310620005670369,88
310620005670370,13
310620005670371,122
310620005670372,382
310620005670373,49
310620005670374,31
310620005670375,348
310620005670377,216
310620005670378,9
310620005670379,674
310620005670380,359
310620005670381,402
310620005670382,458
310620005670383,438
310620005670384,452
310620005670385,501
310620005670386,248
310620005670387,242
310620005670388,482
310620005670389,151
310620005670390,368
310620005670391,413
310620005670392,349
310620005670393,154
310620005670394,209
310620005670395,401
310620005670396,617
310620005670397,123
310620005670398,19
310620005670400,320
310620005670401,108
310620005670402,143
310620005670403,18
310620005670404,345
310620005670405,75
310620005670406,491
310620005670407,77
310620005670408,230
310620005670409,510
310620005670410,250
310620005670411,84
310620005670412,524
310620005670413,0
310620005670414,27
310620005670415,211
310620005670416,148
310620005670417,163
310620005670418,187
310620005670419,341
310620005670420,156
310620005670421,338
310620005670422,615
310620005670424,130
310620005670425,221
310620005670426,466
310620005670427,180
310620005670428,117
310620005670429,7
310620005670430,38
310620005670431,823
310620005670432,110
310620005670433,673
310620005670434,63
310620005670435,501
310620005670436,694
310620005670437,334
310620005670438,132
310620005670439,6
310620005670440,479
310620005670441,539
310620005670442,574
310620005670443,309
310620005670444,117
310620005670445,141
310620005670446,184
310620005670447,50
310620005670448,288
310620005670449,764
310620005670450,21
310620005670451,149
310620005670452,42
310620005670453,62
310620005670454,261
310620005670455,121
310620005670456,69
310620005670457,9
310620005670458,205
310620005670459,10
310620005670460,230
310620005670461,457
310620005670462,123
310620005670463,49
310620005670464,274
310620005670465,405
310620005670466,476
310620005670467,259
310620005670468,81
310620005670469,7
310620005670470,0
310620005670471,581
310620005670472,353
310620005670473,141
310620005670474,382
310620005670475,187
310620005670476,260
310620005670477,333
310620005670478,185
310620005670479,306
310620005670480,592
310620005670481,68
310620005670482,0
310620005670483,273
310620005670484,264
310620005670485,233
310620005670486,94
310620005670487,405
310620005670488,150
310620005670489,132
310620005670490,216
310620005670491,531
310620005670492,131
310620005670493,75
310620005670494,390
310620005670495,0
310620005670496,847
310620005670497,612
310620005670498,459
310620005670499,488
310620005670500,472
310620005670501,738
310620005670502,694
310620005670504,553
310620005670505,317
310620005670506,525
310620005670507,508
310620005670508,644
310620005670509,394
310620005670510,385
310620005670512,507
310620005670513,974
310620005670515,408
310620005670516,697
310620005670517,658
310620005670518,267
310620005670519,476
310620005670520,33
310620005670521,667
310620005670522,434
310620005670523,506
310620005670524,804
310620005670525,399
310620005670526,564
310620005670527,58
310620005670528,608
310620005670529,351
310620005670530,931
310620005670531,571
310620005670532,684
310620005670533,304
310620005670534,339
310620005670536,334
310620005670537,386
310620005670539,527
310620005670540,592
310620005670541,686
310620005670542,511
310620005670543,276
310620005670544,565
310620005670545,479
310620005670546,418
310620005670547,565
310620005670548,301
310620005670549,313
310620005670550,279
310620005670551,533
310620005670552,282
310620005670553,273
310620005670554,262
310620005670555,549
310620005670556,367
310620005670557,459
310620005670558,429
310620005670559,331
310620005670560,532
310620005670561,287
310620005670562,294
310620005670563,774
310620005670564,354
310620005670565,316
310620005670566,327
310620005670567,219
310620005670568,284
310620005670569,257
310620005670570,656
310620005670571,544
310620005670572,476
310620005670573,462
310620005670574,382
310620005670576,698
310620005670577,328
310620005670578,394
310620005670579,427
310620005670580,535
310620005670581,357
310620005670582,593
310620005670583,304
310620005670584,471
310620005670585,397
310620005670586,193
310620005670587,524
310620005670588,284
310620005670589,565
310620005670590,298
310620005670591,561
310620005670592,315
310620005670593,682
310620005670594,348
310620005670595,567
310620005670596,773
310620005670597,324
310620005670598,303
310620005670599,413
310620005670600,750
310620005670601,299
310620005670602,664
310620005670603,1323
310620005670604,301
310620005670605,318
310620005670606,606
310620005670607,391
310620005670608,432
310620005670609,287
310620005670610,380
310620005670611,307
310620005670612,444
310620005670613,306
310620005670614,516
310620005670615,380
310620005670616,369
310620005670617,380
310620005670618,471
310620005670619,412
310620005670620,295
310620005670621,253
310620005670622,293
310620005670623,310
310620005670624,563
310620005670625,407
310620005670626,468
310620005670627,561
310620005670628,398
310620005670629,285
310620005670630,452
310620005670631,231
310620005670632,470
310620005670633,312
310620005670634,325
310620005670635,562
310620005670636,430
310620005670637,440
310620005670638,317
310620005670639,320
310620005670640,372
310620005670641,405
310620005670642,307
310620005670643,309
310620005670644,436
310620005670646,181
310620005670647,237
310620005670648,379
310620005670649,252
310620005670650,368
310620005670651,438
310620005670652,307
310620005670653,435
310620005670654,434
310620005670655,186
310620005670656,322
310620005670657,311
310620005670658,327
310620005670659,254
310620005670660,172
310620005670661,271
310620005670662,573
310620005670663,225
310620005670664,337
310620005670665,246
310620005670666,515
310620005670667,350
310620005670668,274
310620005670669,284
310620005670670,244
310620005670671,407
310620005670672,480
310620005670673,621
310620005670674,287
310620005670675,289
310620005670676,369
310620005670677,366
310620005670678,338
310620005670679,429
310620005670680,524
310620005670681,430
310620005670682,462
310620005670683,406
310620005670684,408
310620005670685,558
310620005670686,518
310620005670687,523
310620005670688,390
310620005670689,315
310620005670690,244
310620005670691,393
310620005670692,563
310620005670693,285
310620005670694,333
310620005670695,523
310620005670696,765
310620005670697,543
310620005670698,480
310620005670699,564
310620005670700,431
310620005670701,316
310620005670702,214
310620005670703,255
310620005670704,405
310620005670705,320
310620005670706,483
310620005670707,294
310620005670708,605
310620005670709,573
310620005670710,443
310620005670711,516
310620005670712,546
310620005670713,358
310620005670714,233
310620005670715,489
310620005670716,376
310620005670717,315
310620005670718,301
310620005670719,310
310620005670720,359
310620005670721,486
310620005670722,384
310620005670723,405
310620005670724,420
310620005670725,488
310620005670726,465
310620005670727,499
310620005670728,444
310620005670729,342
310620005670730,322
310620005670731,590
310620005670732,416
310620005670733,556
310620005670734,450
310620005670735,464
310620005670736,461
310620005670737,370
310620005670738,517
310620005670739,439
310620005670740,284
310620005670741,452
310620005670742,441
310620005670743,385
310620005670744,404
310620005670745,455
310620005670746,323
310620005670747,316
310620005670748,263
310620005670749,311
310620005670750,396
310620005670751,458
310620005670752,534
310620005670753,292
310620005670754,301
310620005670755,329
310620005670756,292
310620005670757,429
310620005670758,354
310620005670759,399
310620005670760,436
310620005670761,367
310620005670762,365
310620005670763,443
310620005670764,497
310620005670765,383
310620005670766,289
310620005670767,296
310620005670768,228
310620005670769,362
310620005670770,389
310620005670771,343
310620005670772,441
310620005670773,370
310620005670774,292
310620005670775,664
310620005670776,520
310620005670777,464
310620005670778,334
310620005670779,467
310620005670780,81
310620005670781,574
310620005670782,323
310620005670783,387
310620005670784,359
310620005670785,403
310620005670786,393
310620005670787,472
310620005670788,507
310620005670789,765
310620005670790,506
310620005670791,507
310620005670792,450
310620005670793,355
310620005670794,308
310620005670795,558
310620005670796,407
310620005670797,716
310620005670798,168
310620005670799,453
310620005670800,433
310620005670801,176
310620005670802,277
310620005670803,643
310620005670804,460
310620005670805,108
310620005670806,239
310620005670807,312
310620005670808,343
310620005670809,347
310620005670810,340
310620005670811,151
310620005670812,400
310620005670813,103
310620005670814,60
310620005670815,217
310620005670816,449
310620005670817,117
310620005680001,583
310620005680002,510
310620005680003,0
310620005680004,314
310620005680007,561
310620005680009,680
310620005680010,315
310620005680011,320
310620005680012,209
310620005680013,408
310620005680014,378
310620005680015,195
310620005680016,720
310620005680017,526
310620005680019,406
310620005680021,418
310620005680023,467
310620005680024,478
310620005680025,511
310620005680026,0
310620005680028,523
310620005680029,437
310620005680030,563
310620005680032,0
310620005680034,665
310620005680035,833
310620005680036,473
310620005680037,690
310620005680038,467
310620005680039,677
310620005680040,401
310620005680041,455
310620005680043,347
310620005680044,100
310620005680045,428
310620005680047,0
310620005680048,229
310620005680050,705
310620005680051,592
310620005680054,55
310620005680055,627
310620005680056,399
310620005680057,433
310620005680058,505
310620005680059,461
310620005680060,742
310620005680061,578
310620005680062,382
310620005680063,572
310620005680067,335
310620005680068,503
310620005680069,739
310620005680071,544
310620005680072,833
310620005680073,714
310620005680074,546
310620005680075,461
310620005680076,701
310620005680077,764
310620005680078,804
310620005680079,684
310620005680080,763
310620005680081,631
310620005680082,780
310620005680084,661
310620005680085,613
310620005680086,526
310620005680087,546
310620005680089,593
310620005680093,777
310620005680094,403
310620005680095,554
310620005680096,709
310620005680099,435
310620005680100,196
310620005680101,283
310620005680102,692
310620005680103,186
310620005680104,537
310620005680105,5
310620005680107,504
310620005680108,532
310620005680109,528
310620005680110,622
310620005680111,579
310620005680114,696
310620005680116,673
310620005680117,573
310620005680118,481
310620005680119,747
310620005680121,784
310620005680122,177
310620005680123,741
310620005680124,519
310620005680125,846
310620005680126,437
310620005680127,878
310620005680128,264
310620005680129,575
310620005680130,115
310620005680131,207
310620005680132,334
310620005680133,635
310620005680135,25
310620005680136,182
310620005680137,566
310620005680138,686
310620005680139,108
310620005680142,963
310620005680143,267
310620005680150,696
310620005680152,748
310620005680160,712
310620005680165,371
310620005680166,453
310620005680167,297
310620005680168,252
310620005680170,43
310620005680171,438
310620005680172,87
310620005680173,445
310620005680174,515
310620005680175,649
310620005680178,397
310620005680179,688
310620005680180,473
310620005680181,612
310620005680182,267
310620005680183,346
310620005680184,66
310620005680185,155
310620005680186,302
310620005680187,826
310620005680188,314
310620005680190,676
310620005680191,179
310620005680193,547
310620005680194,101
310620005680195,510
310620005680196,318
310620005680197,572
310620005680198,0
310620005680199,491
310620005680200,70
310620005680201,105
310620005680202,287
310620005680203,88
310620005680204,555
310620005680205,519
310620005680206,651
310620005680207,479
310620005680208,336
310620005680209,530
310620005680211,476
310620005680212,448
310620005680213,652
310620005680214,545
310620005680215,663
310620005680216,503
310620005680217,683
310620005680219,604
310620005680220,638
310620005680221,733
310620005680222,478
310620005680224,487
310620005680225,788
310620005680226,427
310620005680228,185
310620005680229,46
310620005680230,198
310620005680231,132
310620005680232,7
310620005680234,364
310620005680235,0
310620005680236,475
310620005680238,4
310620005680239,292
310620005680240,198
310620005680241,24
310620005680242,790
310620005680243,251
310620005680246,343
310620005680247,507
310620005680248,753
310620005680249,377
310620005680250,753
310620005680251,106
310620005680253,519
310620005680254,556
310620005680255,30
310620005680256,468
310620005680257,95
310620005680258,508
310620005680259,32
310620005680260,589
310620005680261,55
310620005680262,214
310620005680263,54
310620005680264,633
310620005680265,492
310620005680268,309
310620005680269,0
310620005680270,479
310620005680271,737
310620005680272,803
310620005680274,627
310620005680275,355
310620005680276,361
310620005680277,22
310620005680278,707
310620005680279,547
310620005680280,381
310620005680281,511
310620005680282,834
310620005680283,939
310620005680284,588
310620005680286,763
310620005680287,818
310620005680288,674
310620005680289,706
310620005680290,451
310620005680291,526
310620005680292,790
310620005680293,641
310620005680294,596
310620005680295,843
310620005680296,339
310620005680297,510
310620005680298,447
310620005680299,210
310620005680300,407
310620005680301,454
310620005680302,248
310620005680304,523
310620005680307,751
310620005680308,719
310620005680309,956
310620005680310,646
310620005680311,590
310620005680312,624
310620005680313,523
310620005680314,343
310620005680315,909
310620005680316,205
310620005680317,299
310620005680318,417
310620005680319,529
310620005680320,703
310620005680321,616
310620005680322,554
310620005680326,96
310620005680327,132
310620005680328,135
310620005680329,147
310620005680330,493
310620005680331,69
310620005680332,155
310620005680333,234
310620005680334,287
310620005680335,360
310620005680336,609
310620005680337,67
310620005680338,33
310620005680339,161
310620005680340,64
310620005680341,417
310620005680342,193
310620005680343,49
310620005680344,422
310620005680345,155
310620005680346,47
310620005680347,263
310620005680348,157
310620005680349,145
310620005680350,237
310620005680351,50
310620005680353,386
310620005680354,246
310620005680355,354
310620005680356,512
310620005680357,501
310620005680358,565
310620005680359,531
310620005680360,493
310620005680361,551
310620005680362,284
310620005680363,283
310620005680364,465
310620005680365,266
310620005680366,332
310620005680367,394
310620005680369,436
310620005680370,276
310620005680371,321
310620005680372,272
310620005680373,440
310620005680375,589
310620005680376,533
310620005680377,575
310620005680378,343
310620005680379,563
310620005680380,483
310620005680381,361
310620005680382,369
310620005680383,708
310620005680384,689
310620005680385,0
310620005680386,0
310620005680387,426
310620005680388,315
310620005680389,539
310620005680390,592
310620005680391,331
310620005680392,282
310620005680393,333
310620005680394,230
310620005680395,550
310620005680396,446
310620005680397,552
310620005680398,362
310620005680399,769
310620005680402,230
310620005680403,341
310620005680404,385
310620005680405,456
310620005680406,425
310620005680407,433
310620005680408,389
310620005680409,366
310620005680410,364
310620005680411,351
310620005680412,449
310620005680413,322
310620005680414,376
310620005680415,502
310620005680416,363
310620005680417,504
310620005680418,387
310620005680419,425
310620005680420,325
310620005680421,434
310620005680422,601
310620005680423,564
310620005680424,232
310620005680425,684
310620005680426,465
310620005680427,519
310620005680428,445
310620005680429,420
310620005680430,468
310620005680431,331
310620005680432,243
310620005680433,374
310620005680434,556
310620005680435,469
310620005680436,239
310620005680437,505
310620005680438,457
310620005680439,594
310620005680440,679
310620005680441,215
310620005680442,779
310620005680443,504
310620005680444,607
310620005680445,612
310620005680446,426
310620005680447,408
310620005680448,619
310620005680449,516
310620005680450,459
310620005680451,430
310620005680452,409
310620005680453,469
310620005680454,556
310620005680455,612
310620005680456,674
310620005680457,425
310620005680458,474
310620005680459,468
310620005680460,11
310620005680461,415
310620005680462,370
310620005680463,480
310620005680464,469
310620005680465,474
310620005680466,242
310620005680467,366
310620005680468,445
310620005680469,378
310620005680470,307
310620005680471,367
310620005680472,644
310620005680473,320
310620005680474,396
310620005680475,347
310620005680476,425
310620005680477,460
310620005680478,434
310620005680479,563
310620005680480,572
310620005680481,331
310620005680482,410
310620005680483,621
310620005680484,493
310620005680485,302
310620005680486,301
310620005680487,641
310620005680488,416
310620005680489,440
310620005680490,511
310620005680491,524
310620005680492,568
310620005680493,407
310620005680494,559
310620005680495,322
310620005680496,392
310620005680497,510
310620005680498,508
310620005680499,325
310620005680500,377
310620005680501,407
310620005680502,378
310620005680503,360
310620005680504,437
310620005680505,307
310620005680506,606
310620005680507,453
310620005680508,497
310620005680509,582
310620005680510,578
310620005680511,794
310620005680512,729
310620005680513,944
310620005680514,636
310620005680515,204
310620005680516,368
310620005680517,597
310620005680518,645
310620005680519,279
310620005680520,560
310620005680521,305
310620005680522,245
310620005680523,322
310620005680524,481
310620005680525,385
310620005680526,554
310620005680527,294
310620005680528,451
310620005680529,184
310620005680530,403
310620005680531,367
310620005680532,314
310620005680533,640
310620005680534,450
310620005680535,597
310620005680536,513
310620005680537,412
310620005680538,397
310620005680539,475
310620005680540,573
310620005680541,388
310620005680542,296
310620005680543,407
310620005680544,282
310620005680545,220
310620005680546,887
310620005680547,334
310620005680548,558
310620005680549,109
310620005690001,593
310620005690002,1107
310620005690003,659
310620005690004,732
310620005690005,90
310620005690006,498
310620025610003,671
310620025610004,696
310620025610005,789
310620025610006,878
310620025610007,509
310620025610013,436
310620025610015,400
310620025610016,582
310620025610017,793
310620025610021,44
310620025610022,433
310620025610023,599
310620025610024,665
310620025610025,283
310620025610026,698
310620025610027,750
310620025610028,453
310620025610029,683
310620025610030,641
310620025610031,528
310620025610032,546
310620025610034,861
310620025610035,765
310620025610037,810
310620025610039,1032
310620025610040,796
310620025610043,262
310620025610045,599
310620025610047,585
310620025610049,729
310620025610051,528
310620025610052,572
310620025610053,693
310620025610054,687
310620025610055,465
310620025610056,620
310620025610058,793
310620025610059,772
310620025610060,463
310620025610061,616
310620025610062,823
310620025610063,762
310620025610064,629
310620025610066,967
310620025610067,1201
310620025610068,593
310620025610070,216
310620025610071,664
310620025610072,488
310620025610073,511
310620025610074,397
310620025610075,174
310620025610077,641
310620025610078,601
310620025610079,623
310620025610080,655
310620025610082,466
310620025610083,623
310620025610086,721
310620025610088,734
310620025610090,29
310620025610091,762
310620025610092,708
310620025610093,800
310620025610094,1025
310620025610095,693
310620025610096,338
310620025610097,547
310620025610098,288
310620025610099,846
310620025610100,280
310620025610101,426
310620025610102,712
310620025610103,411
310620025610104,377
310620025610106,494
310620025610107,570
310620025610108,525
310620025610111,580
310620025610114,415
310620025610115,185
310620025610117,810
310620025610118,870
310620025610119,939
310620025610120,37
310620025610121,215
310620025610122,383
310620025610123,546
310620025610124,577
310620025610126,672
310620025610127,608
310620025610128,685
310620025610129,910
310620025610130,851
310620025610131,643
310620025610133,413
310620025610134,713
310620025610135,697
310620025610136,598
310620025610137,731
310620025610138,635
310620025610140,529
310620025610141,260
310620025610142,975
310620025610143,0
310620025610144,450
310620025610145,671
310620025610146,498
310620025610147,374
310620025610148,259
310620025610149,398
310620025610150,764
310620025610151,341
310620025610152,467
310620025610153,475
310620025610154,700
310620025610156,532
310620025610157,963
310620025610158,743
310620025610161,169
310620025610162,849
310620025610163,880
310620025610164,626
310620025610165,755
310620025610166,442
310620025610167,304
310620025610168,382
310620025610169,706
310620025610170,689
310620025610171,739
310620025610172,612
310620025610173,629
310620025610174,653
310620025610175,448
310620025610176,85
310620025610177,51
310620025610178,243
310620025610179,481
310620025610181,602
310620025610182,681
310620025610183,434
310620025610184,340
310620025610185,191
310620025610186,989
310620025610187,662
310620025610188,0
310620025610189,553
310620025610190,541
310620025610191,497
310620025610192,676
310620025610193,560
310620025610194,443
310620025610196,791
310620025610197,704
310620025610198,604
310620025610199,552
310620025610200,432
310620025610201,612
310620025610202,600
310620025610205,198
310620025610206,632
310620025610207,373
310620025610208,546
310620025610209,806
310620025610212,776
310620025610213,307
310620025610215,385
310620025610216,531
310620025610217,404
310620025610218,283
310620025610219,684
310620025610220,377
310620025610221,901
310620025610222,562
310620025610223,670
310620025610224,763
310620025610226,462
310620025610228,698
310620025610230,692
310620025610234,882
310620025610235,744
310620025610236,546
310620025610237,371
310620025610238,448
310620025610241,448
310620025610242,525
310620025610243,334
310620025610244,377
310620025610245,439
310620025610246,472
310620025610247,438
310620025610248,96
310620025610250,434
310620025610251,665
310620025610252,809
310620025610253,433
310620025610254,726
310620025610256,580
310620025610257,560
310620025610258,544
310620025610259,634
310620025610260,556
310620025610261,578
310620025610262,631
310620025610263,229
310620025610264,545
310620025610265,734
310620025610267,379
310620025610270,604
310620025610271,385
310620025610272,623
310620025610273,447
310620025610274,494
310620025610275,646
310620025610276,0
310620025610277,623
310620025610278,394
310620025610279,311
310620025610280,831
310620025610281,277
310620025610282,251
310620025610283,170
310620025610284,425
310620025610285,931
310620025610286,857
310620025610288,257
310620025610289,759
310620025610290,574
310620025610291,215
310620025610293,799
310620025610294,624
310620025610295,532
310620025610296,483
310620025610297,147
310620025610298,244
310620025610299,485
310620025610300,366
310620025610301,589
