id_estabelecimento,cod_setor,latitude,longitude,dsc_estabe,categoria_original,confissao
2235,310620060640122P,-19.830816,-43.867861,IGREJA EVANGELICA SALVO PARA CRISTO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2236,310620060640030P,-19.855411,-43.900584,IGREJA EVANGELICA SANTO TEMPLO,CATÓLICA,Católica
2237,310620005670445P,-19.950182,-44.001993,IGREJA EVANGELICA SANTUARIO DE DEUS,CATÓLICA,Católica
2238,310620025610120P,-19.998732,-43.963482,IGREJA EVANGELICA SANTUARIO DE DEUS,CATÓLICA,Católica
2239,310620060640255P,-19.833792,-43.870774,IGREJA EVANGELICA SEM IDENTIFICACAO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2240,310620060690297P,-19.809629,-43.997327,IGREJA EVANGELICA SEM NOME,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2241,310620005630028P,-19.907432,-43.895126,IGREJA EVANGELICA SEM PLACA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2242,310620005650147P,-19.898652,-43.961094,IGREJA EVANGELICA SHALOM ADONAI,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2243,310620025610461P,-19.98996,-43.99939,IGREJA EVANGELICA SHALON EL SHADAY,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2244,310620005680069P,-19.8909,-43.995671,IGREJA EVANGELICA SHEKINAH,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2245,310620060690103P,-19.801141,-43.994123,IGREJA EVANGELICA TABERNACULO DE CRISTO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2246,310620025610252P,-19.98704,-43.992496,IGREJA EVANGELICA TABERNACULO DE HEBROM,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2247,310620025610381P,-19.972045,-43.993722,IGREJA EVANGELICA TEMPLO COM DEUS,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2248,310620025610436P,-20.001418,-44.025669,IGREJA EVANGELICA TEMPLO DA COLHEITA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2249,310620060690535P,-19.798655,-43.952982,IGREJA EVANGELICA TEMPLO DA RESTAURACAO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2250,310620060660387P,-19.806388,-43.92611,IGREJA EVANGELICA TEMPLO DA RESTAURACAO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2251,310620005670167P,-19.9517,-43.967765,IGREJA EVANGELICA TEMPLO DA VERDADE,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2252,310620025610368P,-19.984237,-44.01532,IGREJA EVANGELICA TEMPLO DE ADORACAO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2253,310620060640235P,-19.846067,-43.907792,IGREJA EVANGELICA TERRA DE MIDIA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2254,310620005680344P,-19.894194,-43.986483,IGREJA EVANGELICA TOCHA PARA TODAS AS NACOES,AFRO-BRASILEIRA,Afro-brasileira
2255,310620025610274P,-19.993216,-44.019129,IGREJA EVANGELICA UM LUGAR DE ADORACAO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2256,310620005670136P,-19.946825,-44.000222,IGREJA EVANGELICA UNCAO AGAPE,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2257,310620005620274P,-19.930191,-43.946731,IGREJA EVANGELICA UNCAO E VIDA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2258,310620060640082P,-19.863493,-43.904783,IGREJA EVANGELICA UNIAO DOS SANTOS,CATÓLICA,Católica
2259,310620005630346P,-19.90715,-43.891559,IGREJA EVANGELICA UNIDA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2260,310620005620533P,-19.916686,-43.939873,IGREJA EVANGELICA UNIVERSAL,NEOPENTECOSTAL,Protestante/Evangélica
2261,310620060660372P,-19.841557,-43.909402,IGREJA EVANGELICA VALE DA RESTAURACAO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2262,310620060680004P,-19.840018,-43.977042,IGREJA EVANGELICA VERDADE BIBLICA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2263,310620060640024P,-19.852445,-43.887334,IGREJA EVANGELICA VIDA COM CRISTO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2264,310620005640019P,-19.889601,-43.927561,IGREJA EVANGELICA VIDA COM CRISTO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2265,310620025610221P,-19.97197,-43.995454,IGREJA EVANGELICA VINCULO DO AMOR,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2266,310620025610029P,-20.000845,-44.011154,IGREJA EVANGELICO QUANDRAGULAR,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2267,310620005630122P,-19.894643,-43.897763,IGREJA EVANGELUCA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2268,310620005630045P,-19.898554,-43.910867,IGREJA EVANGELUCA RAIZ DE DAVI,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2269,310620005630396P,-19.910244,-43.879664,IGREJA EVANGLICA MISSAO EM CRISTO,CATÓLICA,Católica
2270,310620005680309P,-19.900792,-43.990131,IGREJA EVANJELICA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2271,310620005630053P,-19.901605,-43.889382,IGREJA EVAVNGELICA ASSEMBLEIADE DEUS,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2272,310620005650402P,-19.919193,-43.969413,IGREJA FAMILIA DE DEUS,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2273,310620005680089P,-19.872145,-44.015665,IGREJA FE SEM LIMITES,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2274,310620060640311P,-19.848528,-43.905609,IGREJA FILADELFIA CRISTA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2275,310620060660226P,-19.844008,-43.945698,IGREJA FOGO E GLORIA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2276,310620005670109P,-19.972647,-43.9785,IGREJA FONTE DA VIDA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2277,310620060640115P,-19.869922,-43.907915,IGREJA FONTE DE VIDA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2278,310620025610474P,-19.99167,-44.037169,IGREJA FRUTO DA VIDEIRA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2279,310620060640178P,-19.859157,-43.902382,IGREJA GERADOS NA CRUZ,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2280,310620060640283P,-19.8584,-43.895809,IGREJA GETSEMANI,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2281,310620005640235P,-19.869132,-43.920126,IGREJA GETSEMANI,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2282,310620060640222P,-19.862057,-43.888913,IGREJA GETSMANI,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2283,310620005650215P,-19.917844,-44.008259,IGREJA GIDEOES DE JESUS CRISTO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2284,310620060660034P,-19.824451,-43.932789,IGREJA GILEADE,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2285,310620060640189P,-19.866966,-43.897094,IGREJA GILEADE,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2286,310620060690025P,-19.812833,-43.985206,IGREJA GILGAL,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2287,310620005670516P,-19.935803,-44.008746,IGREJA GOSPA MIRA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2288,310620005670516P,-19.935174,-44.008071,IGREJA GOSPA MIRA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2289,310620060690088P,-19.82412,-43.991128,IGREJA GRACA E PAZ,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2290,310620005650672P,-19.91311,-44.024636,IGREJA GRACA E PAZ,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2291,310620060690417P,-19.80079,-43.972163,IGREJA GUADRANGULAR,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2292,310620060660382P,-19.801176,-43.922345,IGREJA HA SOLUCAO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2293,310620025610026P,-19.995103,-44.010204,IGREJA HEFZBA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2294,310620060640170P,-19.857878,-43.911353,IGREJA HERDEIROS DE DEUS,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2295,310620060640170P,-19.857733,-43.910968,IGREJA HERDEIROS DE DEUS,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2296,310620005690002P,-19.826095,-43.99706,IGREJA HOSANA CEU AZUL,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2297,310620005620730P,-19.924733,-43.949205,IGREJA HOSPITAL DA ALMA 1696 E 1700,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2298,310620060660437P,-19.824437,-43.951897,IGREJA IBBD,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2299,310620060640121P,-19.827284,-43.868354,IGREJA IDERP,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2300,310620005670742P,-19.934222,-44.015388,IGREJA IMACULADA CONCEICAO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2301,310620060660333P,-19.829561000000002,-43.935086,IGREJA IMACULADA CONCEICAO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2302,310620005640178P,-19.87538,-43.949548,IGREJA IMACULADA DA CONCEICAO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2303,310620005650337P,-19.888971,-43.950851,IGREJA IMACULADO CORACAO DE MARIA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2304,310620005650337P,-19.889166,-43.950875,IGREJA IMACULADO CORACAO DE MARIA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2305,310620005670728P,-19.944476,-43.991913,IGREJA IMBAUBAS,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2306,310620005670212P,-19.947583,-43.968452,IGREJA INTERNACIONAL BENEZER,NEOPENTECOSTAL,Protestante/Evangélica
2307,310620005680501P,-19.869295,-44.003089,IGREJA INTERNACIONAL BOM PASTOR,NEOPENTECOSTAL,Protestante/Evangélica
2308,310620060640343P,-19.831912,-43.890282,IGREJA INTERNACIONAL CLAMOR PELAS NACOES,AFRO-BRASILEIRA,Afro-brasileira
2309,310620005620298P,-19.953609,-43.941438,IGREJA INTERNACIONAL DA GRACA,NEOPENTECOSTAL,Protestante/Evangélica
2310,310620060640300P,-19.85116,-43.894329,IGREJA INTERNACIONAL DA GRACA DE DEUS,NEOPENTECOSTAL,Protestante/Evangélica
2311,310620025610538P,-20.004239,-44.022081,IGREJA INTERNACIONAL DA GRACA DE DEUS,NEOPENTECOSTAL,Protestante/Evangélica
2312,310620005620136P,-19.93711,-43.911471,IGREJA INTERNACIONAL DA GRACA DE DEUS,NEOPENTECOSTAL,Protestante/Evangélica
2313,310620005650110P,-19.912491,-44.001484,IGREJA INTERNACIONAL DA GRACA DE DEUS,NEOPENTECOSTAL,Protestante/Evangélica
2314,310620060690355P,-19.81361,-44.003302,IGREJA INTERNACIONAL DA GRACA DE DEUS,NEOPENTECOSTAL,Protestante/Evangélica
2315,310620005640145P,-19.865084,-43.927112,IGREJA INTERNACIONAL DA GRACA DE DEUS,NEOPENTECOSTAL,Protestante/Evangélica
2316,310620025610646P,-19.990538,-44.056558,IGREJA INTERNACIONAL DA GRACA DE DEUS,NEOPENTECOSTAL,Protestante/Evangélica
2317,310620025610071P,-20.01792,-44.030983,IGREJA INTERNACIONAL DA GRACA DE DEUS,NEOPENTECOSTAL,Protestante/Evangélica
2318,310620005680444P,-19.869481,-44.016379,IGREJA INTERNACIONAL DA GRACA DE DEUS,NEOPENTECOSTAL,Protestante/Evangélica
2319,310620060640178P,-19.860396,-43.902184,IGREJA INTERNACIONAL DA GRACA DE DEUS,NEOPENTECOSTAL,Protestante/Evangélica
2320,310620060640144P,-19.852264,-43.897326,IGREJA INTERNACIONAL DE MISSOES MONTE MORIA,NEOPENTECOSTAL,Protestante/Evangélica
2321,310620060680024P,-19.827494,-43.969238,IGREJA INTERNACIONAL DESPERTAR DA FE,NEOPENTECOSTAL,Protestante/Evangélica
2322,310620005620330P,-19.915804,-43.943325,IGREJA INTERNACIONAL DESPERTAR DA FE,NEOPENTECOSTAL,Protestante/Evangélica
2323,310620060680041P,-19.836823,-43.965692,IGREJA INTERNACIONAL DESPERTAR DA FE,NEOPENTECOSTAL,Protestante/Evangélica
2324,310620060660317P,-19.843107,-43.918982,IGREJA INTERNACIONAL DESPERTAR DA FE,NEOPENTECOSTAL,Protestante/Evangélica
2325,310620060690032P,-19.804005,-43.975338,IGREJA INTERNACIONAL DESPERTAR DE FE,NEOPENTECOSTAL,Protestante/Evangélica
2326,310620025610457P,-19.978038,-44.024935,IGREJA INTERNACIONAL DO REINO DE DEUS,NEOPENTECOSTAL,Protestante/Evangélica
2327,310620060660251P,-19.859793,-43.932712,IGREJA INTERNACIONAL EXERCITO DE DEUS,NEOPENTECOSTAL,Protestante/Evangélica
2328,310620060660393P,-19.804684,-43.905353,IGREJA INTERNACIONAL EXERCITO DE DEUS,NEOPENTECOSTAL,Protestante/Evangélica
2329,310620005680546P,-19.830993,-44.012061,IGREJA INTERNACIONAL FONTES ETERNAS,NEOPENTECOSTAL,Protestante/Evangélica
2330,310620025610219P,-19.957405,-44.005574,IGREJA INTERNACIONAL GRACA DEUS,NEOPENTECOSTAL,Protestante/Evangélica
2331,310620060690281P,-19.805841,-43.998119,IGREJA INTERNACIONAL JERUSALEM DE DEUS,NEOPENTECOSTAL,Protestante/Evangélica
2332,310620060690528P,-19.834308,-43.984155,IGREJA INTERNACIONAL JERUSALEM DE DEUS,NEOPENTECOSTAL,Protestante/Evangélica
2333,310620060690257P,-19.815812,-43.987889,IGREJA INTERNACIONAL LEAO DE JUDA,NEOPENTECOSTAL,Protestante/Evangélica
2334,310620060660040P,-19.828886,-43.923064,IGREJA INTERNACIONAL NOVA ESPERANCA EM D,NEOPENTECOSTAL,Protestante/Evangélica
2335,310620060660415P,-19.852913,-43.92721,IGREJA INTERNACIONAL PALAVRA DE VIDA ETERNA,NEOPENTECOSTAL,Protestante/Evangélica
2336,310620005650653P,-19.901564,-44.018703,IGREJA INTERNACIONAL PLENA PAZ,NEOPENTECOSTAL,Protestante/Evangélica
2337,310620060690054P,-19.799514,-43.975484,IGREJA INTERNACIONAL TORRE FORTE,NEOPENTECOSTAL,Protestante/Evangélica
2338,310620060660361P,-19.832702,-43.920042,IGREJA ISRAEL NACAO DE DEUS,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2339,310620005640010P,-19.88945,-43.93622,IGREJA ISRAELITA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2340,310620005640010P,-19.889602,-43.935993,IGREJA ISRAELITA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2341,310620005620594P,-19.961839,-43.929001,IGREJA JANELAS ABERTAS,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2342,310620060660160P,-19.822155,-43.947993,IGREJA JAVE JIREH,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2343,310620005680300P,-19.901011,-43.997345,IGREJA JESUS APACENTANDO VIDAD,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2344,310620060680009P,-19.839024,-43.970665,IGREJA JESUS CRISTO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2345,310620005650331P,-19.883204,-43.955316,IGREJA JESUS CRISTO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2346,310620025610148P,-19.973858,-44.014338,IGREJA JESUS CRISTO DOS SANTOS DOS ULTIMOS DIAS,CATÓLICA,Católica
2347,310620060660107P,-19.862108,-43.929655,IGREJA JESUS CRISTO E O SENHOR,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2348,310620005630490P,-19.911611,-43.878792,IGREJA JESUS CRISTO E O SENHOR,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2349,310620005630349P,-19.909538,-43.89068,IGREJA JESUS CRISTO E O SENHOR UNIVERSAL,NEOPENTECOSTAL,Protestante/Evangélica
2350,310620025610359P,-20.025182,-44.02634,IGREJA JESUS CRISTO REINA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2351,310620005660008P,-19.845575,-43.951963,IGREJA JESUS CURA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2352,310620005670525P,-19.93656,-44.017988,IGREJA JESUS E O CAMINHO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2353,310620060660167P,-19.804734,-43.936948,IGREJA JESUS E O CAMINHO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2354,310620005630269P,-19.922504,-43.873157,IGREJA JESUS ESTA VOLTANDO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2355,310620025610617P,-20.013318,-44.020242,IGREJA JESUS SALVA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2356,310620060690411P,-19.803883,-43.98281,IGREJA JESUS TE AMA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2357,310620005620109P,-19.934763,-43.907725,IGREJA JUDAICA MESSIANICA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2358,310620060690190P,-19.810086,-44.003404,IGREJA KIDS,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2359,310620005630422P,-19.913269,-43.892382,IGREJA LABAREDAS DE JUSTICA DE MISSOES,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2360,310620005680456P,-19.86668,-44.02001,IGREJA LAGOINHA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2361,310620005680125P,-19.868282,-43.945711,IGREJA LAGOINHA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2362,310620025610467P,-19.95649,-44.003678,IGREJA LAR NAZARE,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2363,310620005670048P,-19.952935,-43.972884,IGREJA LEAO DA TRIBO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2364,310620005650035P,-19.919848000000002,-44.000373,IGREJA LIRIO DO CAMPO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2365,310620005690002P,-19.825792,-43.998044,IGREJA LIRIO DOS VALES,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2366,310620060640092P,-19.868807,-43.903276,IGREJA LIRIO DOS VALES,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2367,310620005680152P,-19.872696,-43.995585,IGREJA LIVRE,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2368,310620025610466P,-19.989721,-43.998089,IGREJA LOGOS COMUNIDAFE CRISTA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2369,310620025610493P,-19.999091,-44.027279,IGREJA LOJAS VAGAS,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2370,310620060690123P,-19.800474,-43.956891,IGREJA LOUVORES DE SIAO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2371,310620005660019P,-19.841849,-43.949704,IGREJA LUGAR DE NOVAS HISTORIAS,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2372,310620060660288P,-19.852833,-43.930265,IGREJA LUGAR DE ORACAO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2373,310620005650480P,-19.919942,-43.978691,IGREJA LUGAR SAGRADO,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2374,310620005620768P,-19.922761,-43.924538,IGREJA LUTERANA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2375,310620005620614P,-19.939399,-43.920748,IGREJA LUTERANA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2376,310620060640283P,-19.858491,-43.89611,IGREJA LUZ DA VIDA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2377,310620060640336P,-19.83649,-43.873737,IGREJA LUZ E SOL DA TERRA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2378,310620005670192P,-19.946397,-44.003953,IGREJA MACONARIA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2379,310620060690199P,-19.785696,-43.981409,IGREJA MAIS DE DEUS,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2380,310620005630326P,-19.910574,-43.90858,IGREJA MANACIAL,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2381,310620060660014P,-19.826688,-43.92903,IGREJA MAOS DO OLEIROS,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2382,310620060640040P,-19.836337,-43.889983,IGREJA MARANATA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2383,310620060690354P,-19.82424,-44.004937,IGREJA MARANATA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2384,310620025610140P,-19.986673,-44.037112,IGREJA MARANATA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2385,310620025610150P,-19.980022,-44.016389,IGREJA MARANATA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2386,310620025610156P,-19.995715,-43.995249,IGREJA MARANATA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2387,310620025610322P,-19.996516,-43.999757,IGREJA MARANATA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2388,310620025610587P,-19.979607,-44.045245,IGREJA MARANATA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2389,310620025610587P,-19.979851,-44.045182,IGREJA MARANATA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2390,310620005670760P,-19.942039,-44.018084,IGREJA MARANATA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2391,310620060640183P,-19.831346,-43.896437,IGREJA MARANATA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2392,310620005640047P,-19.891451,-43.926184,IGREJA MARANATA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2393,310620025610644P,-20.003225,-44.026548,IGREJA MARANATA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2394,310620025610104P,-19.985015,-44.012064,IGREJA MARANATA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2395,310620005640260P,-19.881481,-43.924512,IGREJA MARANATA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2396,310620025610158P,-19.992245,-44.054899,IGREJA MARANATA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2397,310620025610066P,-20.010107,-44.008535,IGREJA MARCA DA PROMESSA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2398,310620060660343P,-19.8405,-43.912387,IGREJA MARIA DE DEUS,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2399,310620005630368P,-19.887097,-43.908267,IGREJA MATRIZ NOSSA SENHORA DE NAZARE,CATÓLICA,Católica
2400,310620025610507P,-19.993706,-44.051746,IGREJA MEMORIAL DE JESUS,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2401,310620060690189P,-19.809374,-44.001325,IGREJA MENINO DE JESUS,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2402,310620025610253P,-19.985378,-43.984466,IGREJA MENINO DE JESUS DE PRAGA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2403,310620060690131P,-19.813358,-43.959802,IGREJA MESSIANICA,PROTESTANTE/EVANGÉLICA GENÉRICA,Protestante/Evangélica
2404,310620005640046P,-19.890236,-43.927658,IGREJA MESSIANICA MUNDIAL DO BRASIL,NEOPENTECOSTAL,Protestante/Evangélica
2405,310620005650689P,-19.914904,-43.979974,IGREJA MESSIANICA MUNDIAL DO BRASIL,NEOPENTECOSTAL,Protestante/Evangélica
2406,310620060690334P,-19.80458,-43.994207,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2407,310620005670071P,-19.95385,-43.991237,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2408,310620005680321P,-19.900322,-43.985867,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2409,310620005650097P,-19.928923,-44.001906,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2410,310620005620057P,-19.922874,-43.920444,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2411,310620005630097P,-19.919744,-43.904698,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2412,310620025610466P,-19.989391,-43.997806,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2413,310620005630260P,-19.918267,-43.878582,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2414,310620005630128P,-19.909549,-43.889433,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2415,310620025610443P,-20.007955,-44.038904,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2416,310620005640133P,-19.882541,-43.916926,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2417,310620025610031P,-19.997405,-44.007835,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2418,310620060660390P,-19.799617,-43.913376,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2419,310620005650257P,-19.900324,-44.008717,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2420,310620025610031P,-19.997486,-44.007904,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2421,310620005670040P,-19.946737,-43.983209,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2422,310620005630469P,-19.907812,-43.938248,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
2423,310620005680335P,-19.902772,-43.998465,IGREJA METODISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
