id_estabelecimento,cod_setor,latitude,longitude,dsc_estabe,categoria_original,confissao
748,310620005630492P,-19.92397,-43.910095,IGREJA BATISTA CENTRAL KOINONIA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
749,310620060640312P,-19.845753,-43.904179,IGREJA BATISTA CENTRAL OURO MINAS,PROTESTANTE HISTÓRICA,Protestante/Evangélica
750,310620005690002P,-19.827761,-43.995045,IGREJA BATISTA CEU AZUL,PROTESTANTE HISTÓRICA,Protestante/Evangélica
751,310620005670319P,-19.959103,-43.985837,IGREJA BATISTA CHAMAS DO AVIVAMENTO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
752,310620005670305P,-19.931226,-43.956119,IGREJA BATISTA CIDADE JARDIM,PROTESTANTE HISTÓRICA,Protestante/Evangélica
753,310620005670305P,-19.931203,-43.956245,IGREJA BATISTA CIDADE JARDIM,PROTESTANTE HISTÓRICA,Protestante/Evangélica
754,310620005640201P,-19.884224,-43.923511,IGREJA BATISTA CIDADE NOVA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
755,310620005630174P,-19.919457,-43.898551,IGREJA BATISTA COMUNIDADE VIDAS,PROTESTANTE HISTÓRICA,Protestante/Evangélica
756,310620060660116P,-19.848042,-43.931157,IGREJA BATISTA CONFISSAO REFORMADS,PROTESTANTE HISTÓRICA,Protestante/Evangélica
757,310620060640288P,-19.846505,-43.880937,IGREJA BATISTA CONNECT,PROTESTANTE HISTÓRICA,Protestante/Evangélica
758,310620060690345P,-19.815188,-43.993027,IGREJA BATISTA CRISTO E A VIDA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
759,310620060690088P,-19.82171,-43.992554,IGREJA BATISTA CRISTO E A VIDA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
760,310620060690088P,-19.82164,-43.992589,IGREJA BATISTA CRISTO E VIDA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
761,310620060680058P,-19.82989,-43.966452,IGREJA BATISTA CRISTO PARA AS NACOES,AFRO-BRASILEIRA,Afro-brasileira
762,310620060690470P,-19.786611,-43.983468,IGREJA BATISTA CRISTO VIVO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
763,310620060660410P,-19.839162,-43.911345,IGREJA BATISTA DA ADORACAO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
764,310620005650680P,-19.904305,-43.975225,IGREJA BATISTA DA ALIANCA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
765,310620005670242P,-19.949377,-43.962749,IGREJA BATISTA DA BOA ESPERANCA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
766,310620005640102P,-19.900394,-43.937826,IGREJA BATISTA DA CONCORDIA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
767,310620060640239P,-19.857726,-43.874678,IGREJA BATISTA DA FAMILIA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
768,310620005630248P,-19.908797,-43.935164,IGREJA BATISTA DA FLORESTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
769,310620060660005P,-19.836259,-43.931923,IGREJA BATISTA DA FLORESTA EM FLORAMAR,PROTESTANTE HISTÓRICA,Protestante/Evangélica
770,310620060640207P,-19.869174,-43.911528,IGREJA BATISTA DA FLORESTA EM SAO MARCOS,PROTESTANTE HISTÓRICA,Protestante/Evangélica
771,310620060660339P,-19.84174,-43.938722,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
772,310620005640148P,-19.871032,-43.922401,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
773,310620060690226P,-19.798744,-43.954117,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
774,310620005680461P,-19.882571,-43.993461,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
775,310620005670235P,-19.940128,-43.968626,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
776,310620005650551P,-19.889862,-43.966052,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
777,310620005640166P,-19.903825,-43.942959,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
778,310620060680035P,-19.842143,-43.977536,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
779,310620060690027P,-19.812086,-43.984655,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
780,310620005650103P,-19.922168,-44.005757,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
781,310620060690226P,-19.799025,-43.953572,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
782,310620060690193P,-19.790293,-43.984891,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
783,310620005670607P,-19.946553,-44.001026,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
784,310620060660201P,-19.832608,-43.936463,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
785,310620005630367P,-19.923475,-43.915669,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
786,310620005650390P,-19.910699,-43.95808,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
787,310620060690151P,-19.830112,-43.973754,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
788,310620060690031P,-19.802502,-43.979889,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
789,310620060680091P,-19.842183,-43.980774,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
790,310620005690004P,-19.831373,-43.995982,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
791,310620025610217P,-19.959334,-44.011736,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
792,310620005670319P,-19.958098,-43.985809,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
793,310620005640057P,-19.881951,-43.94495,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
794,310620005640057P,-19.882017,-43.944822,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
795,310620005650665P,-19.905408,-44.005896,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
796,310620060640189P,-19.86576,-43.89666,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
797,310620060690216P,-19.80074,-43.96773,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
798,310620060660152P,-19.827266,-43.951268,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
799,310620060660355P,-19.804724,-43.939819,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
800,310620005670529P,-19.934733,-44.018021,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
801,310620005680511P,-19.829082,-44.008717,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
802,310620005680427P,-19.886094,-44.005414,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
803,310620060640250P,-19.846472,-43.896586,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
804,310620060640082P,-19.862696,-43.905218,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
805,310620025610645P,-19.982443,-44.056032,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
806,310620005630260P,-19.918611,-43.878176,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
807,310620060690236P,-19.810628,-43.957057,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
808,310620005630457P,-19.899987,-43.923563,IGREJA BATISTA DA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
809,310620005640065P,-19.875377,-43.934771,IGREJA BATISTA DA LAGOINHA PALMARES,PROTESTANTE HISTÓRICA,Protestante/Evangélica
810,310620005670296P,-19.922075,-43.95973,IGREJA BATISTA DA LAGOINHA PRADO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
811,310620060640174P,-19.834257,-43.902142,IGREJA BATISTA DA LAGOINHA RIBEIRO DE ABREU,PROTESTANTE HISTÓRICA,Protestante/Evangélica
812,310620060660241P,-19.839605,-43.920632,IGREJA BATISTA DA LAGOINHA TUPI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
813,310620060690034P,-19.819045,-43.978376,IGREJA BATISTA DA LOGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
814,310620005680393P,-19.826156,-44.009938,IGREJA BATISTA DA PAMPULHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
815,310620025610481P,-20.010371,-44.01443,IGREJA BATISTA DA PAZ SOLAR,PROTESTANTE HISTÓRICA,Protestante/Evangélica
816,310620005630012P,-19.910381,-43.907678,IGREJA BATISTA DA RESTAURACAO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
817,310620005620163P,-19.939813,-43.939761,IGREJA BATISTA DA SAVASSI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
818,310620005620139P,-19.936437,-43.91458,IGREJA BATISTA DA SERRA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
819,310620005670737P,-19.952237,-43.991534,IGREJA BATISTA DA TRINDADE DIVINA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
820,310620060660020P,-19.836825,-43.923767,IGREJA BATISTA DA UNIDADE,PROTESTANTE HISTÓRICA,Protestante/Evangélica
821,310620005680393P,-19.826789,-44.00755,IGREJA BATISTA DANDARA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
822,310620005650406P,-19.917053,-43.973565,IGREJA BATISTA DAS ALTEROSAS,PROTESTANTE HISTÓRICA,Protestante/Evangélica
823,310620060690178P,-19.824143,-44.006853,IGREJA BATISTA DE BH,PROTESTANTE HISTÓRICA,Protestante/Evangélica
824,310620005650350P,-19.900979,-43.947609,IGREJA BATISTA DE LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
825,310620060690110P,-19.792659,-43.990169,IGREJA BATISTA DE NOVA AMERICA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
826,310620005650147P,-19.896486,-43.958983,IGREJA BATISTA DE NOVA ESPERANCA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
827,310620005670616P,-19.936312,-43.976802,IGREJA BATISTA DE NOVA SUICA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
828,310620025610291P,-19.993488,-44.016392,IGREJA BATISTA DEUS CONOSCO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
829,310620025610291P,-19.993349,-44.01616,IGREJA BATISTA DEUS CONOSCO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
830,310620005670244P,-19.926235,-43.972202,IGREJA BATISTA DEUS CONOSCO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
831,310620005680336P,-19.893445,-43.99123,IGREJA BATISTA DEUS E FIEL,PROTESTANTE HISTÓRICA,Protestante/Evangélica
832,310620060640257P,-19.847428,-43.891638,IGREJA BATISTA DEUS E NOSSO REFUGIO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
833,310620005620140P,-19.936042,-43.917157,IGREJA BATISTA DEUS EM MIM,PROTESTANTE HISTÓRICA,Protestante/Evangélica
834,310620060690481P,-19.797815,-43.984153,IGREJA BATISTA DO AMOR,PROTESTANTE HISTÓRICA,Protestante/Evangélica
835,310620005650249P,-19.89865,-44.017367,IGREJA BATISTA DO ARREBATAMENTO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
836,310620005680459P,-19.882302,-43.985971,IGREJA BATISTA DO BAIRRO OURO PRETO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
837,310620005620737P,-19.92032,-43.954953,IGREJA BATISTA DO BARRO PRETO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
838,310620005670545P,-19.960221,-43.991362,IGREJA BATISTA DO BETANIA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
839,310620005630161P,-19.893649,-43.895556,IGREJA BATISTA DO BOA VISTA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
840,310620005650083P,-19.921097,-43.988386,IGREJA BATISTA DO CORACAO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
841,310620060690031P,-19.803637,-43.981613,IGREJA BATISTA DO LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
842,310620025610257P,-19.977677,-44.051971,IGREJA BATISTA DO LINDEIA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
843,310620060690049P,-19.797627,-43.986675,IGREJA BATISTA DO MANTIQUEIRA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
844,310620060640098P,-19.861131,-43.911318,IGREJA BATISTA DO MARIA GORETTI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
845,310620005640064P,-19.875639,-43.936586,IGREJA BATISTA DO PALMARES,PROTESTANTE HISTÓRICA,Protestante/Evangélica
846,310620025610324P,-19.9968,-43.971753,IGREJA BATISTA DO PILAR,PROTESTANTE HISTÓRICA,Protestante/Evangélica
847,310620005650038P,-19.914134,-43.991817,IGREJA BATISTA DO PROGRESSO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
848,310620025610034P,-20.005352,-44.006496,IGREJA BATISTA DO RENOVO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
849,310620060640052P,-19.83786,-43.90222,IGREJA BATISTA DO RIBEIRO DE ABREU,PROTESTANTE HISTÓRICA,Protestante/Evangélica
850,310620060690022P,-19.817344,-43.984765,IGREJA BATISTA DO RIO BRANCO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
851,310620025610481P,-20.009717,-44.014627,IGREJA BATISTA DO SETIMO DIA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
852,310620025610549P,-20.006683,-44.012748,IGREJA BATISTA DO SOLAR,PROTESTANTE HISTÓRICA,Protestante/Evangélica
853,310620025610627P,-19.989433,-44.02415,IGREJA BATISTA DO TEIXEIRA DIAS,PROTESTANTE HISTÓRICA,Protestante/Evangélica
854,310620060660045P,-19.839438,-43.92119,IGREJA BATISTA DO TUPI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
855,310620025610083P,-20.006062,-44.036934,IGREJA BATISTA DO VALE,PROTESTANTE HISTÓRICA,Protestante/Evangélica
856,310620060690471P,-19.787356,-43.983068,IGREJA BATISTA EBENEZER,PROTESTANTE HISTÓRICA,Protestante/Evangélica
857,310620005650352P,-19.900099,-43.952267,IGREJA BATISTA EBENEZER,PROTESTANTE HISTÓRICA,Protestante/Evangélica
858,310620005650352P,-19.899902,-43.952495,IGREJA BATISTA EBENEZER,PROTESTANTE HISTÓRICA,Protestante/Evangélica
859,310620060690442P,-19.831703,-43.980316,IGREJA BATISTA EBENEZER DA SALVACAO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
860,310620060690294P,-19.796129,-43.969427,IGREJA BATISTA EIELON,PROTESTANTE HISTÓRICA,Protestante/Evangélica
861,310620060660154P,-19.82783,-43.949356,IGREJA BATISTA EL SHADDAY,PROTESTANTE HISTÓRICA,Protestante/Evangélica
862,310620060640122P,-19.830884,-43.869102,IGREJA BATISTA EL SHAMAH,PROTESTANTE HISTÓRICA,Protestante/Evangélica
863,310620005630186P,-19.917796,-43.922046,IGREJA BATISTA EL SHSMMAH,PROTESTANTE HISTÓRICA,Protestante/Evangélica
864,310620005680540P,-19.871761,-43.989733,IGREJA BATISTA ELIM,PROTESTANTE HISTÓRICA,Protestante/Evangélica
865,310620005640192P,-19.894785,-43.936415,IGREJA BATISTA ELO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
866,310620005630346P,-19.905654,-43.892038,IGREJA BATISTA ELSHADAY,PROTESTANTE HISTÓRICA,Protestante/Evangélica
867,310620060660251P,-19.86339,-43.931505,IGREJA BATISTA EM AVIVAMENTO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
868,310620025610555P,-20.004823,-44.033804,IGREJA BATISTA EM CHAMAS,PROTESTANTE HISTÓRICA,Protestante/Evangélica
869,310620005650330P,-19.885967,-43.95786,IGREJA BATISTA EM ERMELINDA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
870,310620060660029P,-19.827186,-43.938653,IGREJA BATISTA EM J GUANABARA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
871,310620025610154P,-19.989024,-44.001855,IGREJA BATISTA EM MILIONARIOS,PROTESTANTE HISTÓRICA,Protestante/Evangélica
872,310620005680058P,-19.867808,-43.948713,IGREJA BATISTA EMANUEL,PROTESTANTE HISTÓRICA,Protestante/Evangélica
873,310620005670008P,-19.953022,-43.986072,IGREJA BATISTA EMANUEL,PROTESTANTE HISTÓRICA,Protestante/Evangélica
874,310620060690190P,-19.808459,-44.001241,IGREJA BATISTA EMANUEL,PROTESTANTE HISTÓRICA,Protestante/Evangélica
875,310620060690058P,-19.805373,-43.968601,IGREJA BATISTA EMANUEL,PROTESTANTE HISTÓRICA,Protestante/Evangélica
876,310620025610435P,-19.999418,-44.019335,IGREJA BATISTA EMAUS,PROTESTANTE HISTÓRICA,Protestante/Evangélica
877,310620025610373P,-19.983973,-44.001235,IGREJA BATISTA ESPERANCA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
878,310620005680119P,-19.863752,-43.933873,IGREJA BATISTA ESPERANCA PLENA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
879,310620060690182P,-19.818093,-43.999799,IGREJA BATISTA ETERNO PAI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
880,310620005670007P,-19.954125,-43.984227,IGREJA BATISTA EVANGELHO PLENO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
881,310620005670065P,-19.962594,-43.992269,IGREJA BATISTA EVANGELICA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
882,310620005670006P,-19.958379,-43.987411,IGREJA BATISTA EVANGELICA EL SHADAI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
883,310620060690007P,-19.809888,-43.978025,IGREJA BATISTA FAMILIA DE DEUS,PROTESTANTE HISTÓRICA,Protestante/Evangélica
884,310620025610095P,-19.99799,-44.046897,IGREJA BATISTA FAMILIA NO ALTAR,PROTESTANTE HISTÓRICA,Protestante/Evangélica
885,310620060680085P,-19.83563,-43.975832,IGREJA BATISTA FILADELFIA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
886,310620060640288P,-19.846762,-43.878553,IGREJA BATISTA FILADELFIA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
887,310620005630291P,-19.898432,-43.922634,IGREJA BATISTA FILADELIA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
888,310620060640117P,-19.86698,-43.915755,IGREJA BATISTA FILHO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
889,310620005620108P,-19.934214,-43.908727,IGREJA BATISTA FILHO DE DEUS,PROTESTANTE HISTÓRICA,Protestante/Evangélica
890,310620060640251P,-19.865721,-43.917251,IGREJA BATISTA FLORESCER,PROTESTANTE HISTÓRICA,Protestante/Evangélica
891,310620060660139P,-19.8405,-43.942553,IGREJA BATISTA FOGO NO ALTAR,PROTESTANTE HISTÓRICA,Protestante/Evangélica
892,310620060690329P,-19.80714,-43.990054,IGREJA BATISTA FONTE DE AGUA VIVA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
893,310620005650699P,-19.896084,-44.021805,IGREJA BATISTA FONTE DOS MILAGRES,PROTESTANTE HISTÓRICA,Protestante/Evangélica
894,310620005620190P,-19.915503,-43.928204,IGREJA BATISTA FONTE ETERNA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
895,310620025610337P,-20.015088,-44.02718,IGREJA BATISTA FORTALECIDOS EM CRISTO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
896,310620025610291P,-19.992832,-44.013846,IGREJA BATISTA FRATERNAO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
897,310620060660433P,-19.806152,-43.904781,IGREJA BATISTA FRATERNAO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
898,310620025610221P,-19.972296,-43.997024,IGREJA BATISTA FRATERNAO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
899,310620005670548P,-19.949664,-43.989077,IGREJA BATISTA FRATERNAO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
900,310620060690098P,-19.807819,-43.995515,IGREJA BATISTA FRUTIFICANDO EM CRISTO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
901,310620060640209P,-19.865937,-43.919815,IGREJA BATISTA FRUTO DO ESPIRITO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
902,310620005630166P,-19.902103,-43.888509,IGREJA BATISTA FRUTO DO ESPIRITO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
903,310620060660112P,-19.857502,-43.933078,IGREJA BATISTA GETSEMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
904,310620060690523P,-19.836351,-43.987415,IGREJA BATISTA GETSEMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
905,310620005680461P,-19.880251,-43.992916,IGREJA BATISTA GETSEMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
906,310620005680101P,-19.840458,-43.990656,IGREJA BATISTA GETSEMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
907,310620005680110P,-19.857041,-43.94405,IGREJA BATISTA GETSEMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
908,310620060640298P,-19.856625,-43.903788,IGREJA BATISTA GETSEMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
909,310620060660095P,-19.84987,-43.926878,IGREJA BATISTA GETSEMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
910,310620005680024P,-19.855418,-43.975413,IGREJA BATISTA GETSEMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
911,310620005680247P,-19.860042,-43.94803,IGREJA BATISTA GETSEMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
912,310620060690486P,-19.819467,-43.976876,IGREJA BATISTA GETSEMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
913,310620060660008P,-19.832887,-43.935875,IGREJA BATISTA GETSEMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
914,310620060660338P,-19.843502,-43.939832,IGREJA BATISTA GETSEMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
915,310620060680031P,-19.83775,-43.953533,IGREJA BATISTA GETSEMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
916,310620005680298P,-19.90418,-44.002721,IGREJA BATISTA GETSEMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
917,310620005680298P,-19.904269,-44.002879,IGREJA BATISTA GETSEMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
918,310620025610447P,-19.984521,-44.009393,IGREJA BATISTA GETSEMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
919,310620005670379P,-19.96618,-43.955693,IGREJA BATISTA GETSEMANI BURITIS,PROTESTANTE HISTÓRICA,Protestante/Evangélica
920,310620060660409P,-19.845312,-43.925428,IGREJA BATISTA GETSEMANI MISSAO GUARANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
921,310620060660409P,-19.845223,-43.925393,IGREJA BATISTA GETSEMANI MISSAO GUARANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
922,310620005640001P,-19.885186,-43.936025,IGREJA BATISTA GETSMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
923,310620005630089P,-19.908276,-43.890992,IGREJA BATISTA GETSMANI,PROTESTANTE HISTÓRICA,Protestante/Evangélica
924,310620060640249P,-19.874514,-43.904952,IGREJA BATISTA GILEADE,PROTESTANTE HISTÓRICA,Protestante/Evangélica
925,310620005670145P,-19.944202,-43.995725,IGREJA BATISTA GRACA PAZ,PROTESTANTE HISTÓRICA,Protestante/Evangélica
926,310620005630213P,-19.926445,-43.909148,IGREJA BATISTA HAB ESP SANTO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
927,310620060640025P,-19.857551,-43.883212,IGREJA BATISTA HERMOM,PROTESTANTE HISTÓRICA,Protestante/Evangélica
928,310620060660009P,-19.829727,-43.934425,IGREJA BATISTA HESMON,PROTESTANTE HISTÓRICA,Protestante/Evangélica
929,310620005640057P,-19.881307,-43.947513,IGREJA BATISTA HUMAITA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
930,310620060640192P,-19.865361,-43.901033,IGREJA BATISTA IDE AMAR E SERVIR,PROTESTANTE HISTÓRICA,Protestante/Evangélica
931,310620005670529P,-19.935546,-44.017463,IGREJA BATISTA IN HOLINESS,PROTESTANTE HISTÓRICA,Protestante/Evangélica
932,310620025610557P,-19.99163,-44.007468,IGREJA BATISTA INTERATIVA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
933,310620005670515P,-19.934879,-44.011964,IGREJA BATISTA ISMIRNA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
934,310620005680086P,-19.868755,-44.011373,IGREJA BATISTA ITATIAIA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
935,310620060660181P,-19.800932,-43.935759,IGREJA BATISTA JAQUELINE,PROTESTANTE HISTÓRICA,Protestante/Evangélica
936,310620060690154P,-19.82891,-43.979468,IGREJA BATISTA JARDIM ATLANTICO,PROTESTANTE HISTÓRICA,Protestante/Evangélica
937,310620060690054P,-19.799195,-43.975376,IGREJA BATISTA JARDIM ESTRELA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
938,310620060640233P,-19.853808,-43.883003,IGREJA BATISTA JARDIM VITORIA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
939,310620025610209P,-19.989554,-44.055271,IGREJA BATISTA JATOBA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
940,310620005670109P,-19.969556,-43.978098,IGREJA BATISTA JESUS E A ALIANCA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
941,310620005640266P,-19.875135,-43.945774,IGREJA BATISTA JESUS E A JUSTICA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
942,310620005640215P,-19.883645,-43.920722,IGREJA BATISTA JESUS TE AMA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
943,310620025610262P,-19.97842,-44.047331,IGREJA BATISTA KADOSHE,PROTESTANTE HISTÓRICA,Protestante/Evangélica
944,310620005650316P,-19.889027,-43.961905,IGREJA BATISTA KERIGMA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
945,310620060640250P,-19.846148,-43.896746,IGREJA BATISTA LA RHEMA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
946,310620060640041P,-19.839584,-43.888574,IGREJA BATISTA LA RHEMA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
947,310620005640014P,-19.88324,-43.9346,IGREJA BATISTA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
948,310620005640014P,-19.883238,-43.934688,IGREJA BATISTA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
949,310620005670092P,-19.95271,-43.967509,IGREJA BATISTA LAGOINHA,PROTESTANTE HISTÓRICA,Protestante/Evangélica
